날짜,종목코드,외국인순매수,기관순매수,개인순매수
2019-05-03,138040,-43411000,162923500,-55508250
2019-05-03,139480,-6735242500,-1881199500,8607463000
2019-05-03,161390,1883420350,1881810200,-3818573600
2019-05-03,185750,-42341000,178148500,-150089500
2019-05-03,207940,-3870074500,-6184482000,9965966500
2019-05-03,241560,1159950950,-418218750,-741732200
2019-05-03,251270,157509000,-6016453500,5859908500
2019-05-03,267250,-1189998000,-6677401500,7551004000
2019-05-03,267260,-205370200,-980456050,1171637550
2019-05-03,271560,6364442000,-1516323900,-4831547200
2019-05-03,316140,2132359550,-4845978050,2703168800
2019-05-07,000100,-413748500,-1098693500,1511516500
2019-05-07,000150,-960810500,734886000,191482500
2019-05-07,000270,15718579250,-5277200400,-10002734000
2019-05-07,000660,20002012100,-16424295300,-1794678200
2019-05-07,000720,-3412580350,-2419883900,5817050250
2019-05-07,000810,5187114500,-3439970000,-1643614500
2019-05-07,000990,-12467050,-1406265850,1386386550
2019-05-07,001450,1247555500,-2719706950,1471035450
2019-05-07,001570,891615,-15554920,-10346300
2019-05-07,002380,2374585500,-1922284000,-350228500
2019-05-07,002790,-337628900,-2093993300,946048300
2019-05-07,003550,2343421100,-2791529400,429867500
2019-05-07,003670,-77904500,-74696000,156602400
2019-05-07,004020,686922800,-4110656050,3417392250
2019-05-07,004170,-4448613500,-750912000,5162479000
2019-05-07,004990,-1062730850,-718171500,1745396700
2019-05-07,005380,-6247075500,5706457500,547679500
2019-05-07,005387,-1452010700,1283037000,168973700
2019-05-07,005490,3482170500,-8429435000,5252892500
2019-05-07,005830,2400339700,-1786242000,-613540900
2019-05-07,005930,68335156850,-116848622550,56674103600
2019-05-07,005935,810425850,-3906531300,3273637850
2019-05-07,006280,-558876500,-2923849000,3468854500
2019-05-07,006400,17751198000,-8154950000,-9652068500
2019-05-07,006800,486147580,-7126043120,6627180190
2019-05-07,007070,-1350141100,-575160550,1865824050
2019-05-07,008770,7743580000,-2589635500,-7769760500
2019-05-07,008930,322130900,-769000500,427685400
2019-05-07,009150,-6215763000,-25595343000,31225896500
2019-05-07,009830,-100441700,-765605050,866046750
2019-05-07,010130,-1042450000,-1258340500,2160166500
2019-05-07,010140,9012950170,-24634733450,14867747980
2019-05-07,010950,-9389197000,-4862907300,14119374000
2019-05-07,011070,-1326495500,-2493797000,3827816000
2019-05-07,011170,-10868564000,6134432000,4629699500
2019-05-07,011200,-418674315,298451930,122396260
2019-05-07,012330,14408976500,-13791690000,-740442000
2019-05-07,012450,563238550,-2616538100,1443124550
2019-05-07,015760,934213600,-2849776800,1910813800
2019-05-07,017670,4748192000,2416071500,-6882542500
2019-05-07,018260,-166020500,-5182434000,5303009000
2019-05-07,021240,-4104087400,2449327500,1568870600
2019-05-07,024110,1852057900,-1327368550,-543165850
2019-05-07,028260,4785185200,-8708398400,3780470200
2019-05-07,029780,421145000,-394921650,-26755100
2019-05-07,030200,-1317159400,5582826200,-4916799150
2019-05-07,032830,-1908492100,-3893821200,5789101300
2019-05-07,033780,-6905323500,-1644396000,7736717000
2019-05-07,034730,3154571500,-4394138000,1281905500
2019-05-07,035420,8931512500,6383413500,-14562497000
2019-05-07,035720,14324192000,-3228904000,-9988435000
2019-05-07,036570,604881500,-5203003500,4626321000
2019-05-07,042660,-1973505550,-423090450,2395706300
2019-05-07,047050,-1259315350,615810600,643504750
2019-05-07,047810,-2187641150,-1919474050,4073716700
2019-05-07,051900,3046494000,-5272146000,2224284000
2019-05-07,051910,-7782983500,-1786421000,9231650000
2019-05-07,052690,-46509050,-159591150,206100200
2019-05-07,055550,16194659550,-11715359950,-4435530800
2019-05-07,058470,-317948600,-2340800,308989400
2019-05-07,064350,1583997800,-5458368850,3849100450
2019-05-07,066570,21659809600,-4372478400,-17119921100
2019-05-07,068270,8385696500,-4391062500,-4027213500
2019-05-07,069960,349104200,-1704449000,1333331200
2019-05-07,071050,2954334900,-5007040700,2001601300
2019-05-07,078930,1632950900,-2923257800,1286729300
2019-05-07,086790,8076239600,-7507842300,-608182850
2019-05-07,088350,77412485,-1157001700,1060304095
2019-05-07,090430,3316531000,-6863556000,1085417500
2019-05-07,093370,-82086330,722800720,-868278470
2019-05-07,096770,-8504105000,-5988101000,14470175000
2019-05-07,097950,878641000,-965655000,73122000
2019-05-07,105560,12126291600,-10139704550,-1913819950
2019-05-07,111770,-2519608150,2672170550,-150486250
2019-05-07,120110,2164266650,-1949895750,-206444800
2019-05-07,128940,1519230500,-1660858000,131183000
2019-05-07,138040,-242561100,454815100,-272450800
2019-05-07,139480,-8115148500,-1994557000,9799021000
2019-05-07,161390,-4919793400,-1961099100,6252899550
2019-05-07,185750,-253119300,16468400,230037200
2019-05-07,207940,2012607500,-8743733500,6134246500
2019-05-07,241560,858269500,-1291316750,433047250
2019-05-07,251270,3357180500,-5221391000,2222894500
2019-05-07,267250,-6645764000,-4508787500,9867158000
2019-05-07,267260,-162338200,15128050,131326850
2019-05-07,271560,1014091900,-1837886700,747144800
2019-05-07,316140,4687245100,-3907815550,-814393050
2019-05-08,000100,668558500,-3917483000,3242298000
2019-05-08,000150,-205453500,555081000,-401990000
2019-05-08,000270,4119412750,-2719580150,-1786835150
2019-05-08,000660,12789846300,-4021135100,-8815929400
2019-05-08,000720,-2778510300,2251533800,595953100
2019-05-08,000810,2011246500,-2680123500,647842000
2019-05-08,000990,749476250,-103365450,-642278300
2019-05-08,001450,-226284550,-534565750,760850300
2019-05-08,001570,-3124470,-15315,-1909975
2019-05-08,002380,926461500,-718316500,-201175000
2019-05-08,002790,-1068966700,-98528200,173127000
2019-05-08,003550,569461700,-1429815700,860281100
2019-05-08,003670,-949437000,-340827400,1296000600
2019-05-08,004020,81930400,-1444655800,1350331400
2019-05-08,004170,-1006469500,1901833000,-707249500
2019-05-08,004990,-730551850,-95365650,814490650
2019-05-08,005380,-8008074000,9075661500,-1024986500
2019-05-08,005387,-1402437300,1294648900,107788400
2019-05-08,005490,-9732900000,181588000,9428942500
2019-05-08,005830,-245657300,-258642300,503754000
2019-05-08,005930,-23369635550,-59279171750,84186875100
2019-05-08,005935,-7561373800,3750093750,3726485350
2019-05-08,006280,194980500,515074000,-709113000
2019-05-08,006400,11080436500,-5295499500,-5829715000
2019-05-08,006800,641186810,-282016510,-359170300
2019-05-08,007070,-3649468700,2505010250,1147812450
2019-05-08,008770,8200181000,-7869908000,-66703000
2019-05-08,008930,190018200,-416147200,194722300
2019-05-08,009150,-3889283000,-4785027000,8583870000
2019-05-08,009830,-3326981700,4838356400,-1243252850
2019-05-08,010130,-996770500,46526000,792655500
2019-05-08,010140,-1145036830,-1452508550,2541755410
2019-05-08,010950,-5386297500,-2092589500,7237220300
2019-05-08,011070,-3044348000,2014453500,1024119500
2019-05-08,011170,-10981867500,13450909000,-2456308000
2019-05-08,011200,-349178920,152735570,234693350
2019-05-08,012330,1229262500,-2187171000,957908500
2019-05-08,012450,848302400,-63235150,-1449471650
2019-05-08,015760,-8127291500,349840250,7775546350
2019-05-08,017670,40599338500,19139785000,-58444308000
2019-05-08,018260,-516209500,1107715000,-585592500
2019-05-08,021240,-2938547700,4847435900,-1908968900
2019-05-08,024110,-695224500,688861450,-71346150
2019-05-08,028260,55538000,-15839774700,15549737100
2019-05-08,029780,792900,61526500,-61765150
2019-05-08,030200,11748650,17352356250,-17582976400
2019-05-08,032830,-1684831900,-1250803600,2925700400
2019-05-08,033780,-3056975000,776156600,1284703600
2019-05-08,034730,-2015844500,1215427500,459061500
2019-05-08,035420,1260340000,1340129500,-2596060000
2019-05-08,035720,3093270000,16131330000,-20193236000
2019-05-08,036570,7148317500,-5732023500,-1376431000
2019-05-08,042660,795883550,-1434308600,638425050
2019-05-08,047050,86940450,-1180066650,1182511200
2019-05-08,047810,97781700,-1060097850,533520700
2019-05-08,051900,-1531041000,-1671746000,3067042000
2019-05-08,051910,-300815500,731362500,-574456000
2019-05-08,052690,17472400,408122650,-427380950
2019-05-08,055550,3859531850,-2071238550,-1788293300
2019-05-08,058470,-503719000,192682100,299966900
2019-05-08,064350,721867200,-4135474800,3413503350
2019-05-08,066570,5695763100,-6117694100,438276400
2019-05-08,068270,-4397824000,3431942000,1071586500
2019-05-08,069960,911161900,-854086500,-97591300
2019-05-08,071050,-47535900,-162531000,244351900
2019-05-08,078930,-430358300,-2389098100,2728486600
2019-05-08,086790,6105986100,-3583257100,-1896203750
2019-05-08,088350,79937140,-1081014835,997550955
2019-05-08,090430,1219219000,-3010210500,271289500
2019-05-08,093370,-351612270,14546890,337065380
2019-05-08,096770,-7532113000,-1473818000,9005405500
2019-05-08,097950,-1923604500,316677000,1029583500
2019-05-08,105560,9388263600,-3360424400,-5939776500
2019-05-08,111770,-2337902800,3489207750,-1150033250
2019-05-08,120110,2054183200,-896065050,-1141299200
2019-05-08,128940,-1901815000,-1588295500,3480979500
2019-05-08,138040,-68546800,364298400,-255156700
2019-05-08,139480,-6290752000,945787500,5318472000
2019-05-08,161390,390304550,1084420400,-1469786250
2019-05-08,185750,-381035600,197170600,312793900
2019-05-08,207940,-740659000,-35336114000,34404270000
2019-05-08,241560,686773000,374751700,-1069326050
2019-05-08,251270,774504000,1480918000,-2252695000
2019-05-08,267250,-5036506000,-2215294000,6543442000
2019-05-08,267260,12688850,-119204550,30769950
2019-05-08,271560,6859783900,7302219900,-14169667000
2019-05-08,316140,4042015000,-2051742100,-1707222500
2019-05-09,000100,661408500,-2109407500,1414533500
2019-05-09,000150,-422760100,409908700,11740400
2019-05-09,000270,8568725100,-6102919450,-2470551800
2019-05-09,000660,-67479956500,-61275733400,123565816800
2019-05-09,000720,-5613103600,-14300625300,19958475150
2019-05-09,000810,1628671000,-5693948000,4063520000
2019-05-09,000990,1094800500,-3016504850,2220354350
2019-05-09,001450,760496150,-1949818250,1188772350
2019-05-09,001570,-13773030,90050,1178060
2019-05-09,002380,-12158406500,-14176581000,26180424000
2019-05-09,002790,-746246200,-1193913100,901809000
2019-05-09,003550,4747807400,-4838299000,80623100
2019-05-09,003670,-9237117800,-1703830700,10583517800
2019-05-09,004020,652371100,-5053390550,4385637200
2019-05-09,004170,-4669346000,-1196337500,5837886500
2019-05-09,004990,-530703450,-1609592050,2047785550
2019-05-09,005380,15139773000,-20534134000,4520955500
2019-05-09,005387,-2856350800,2505633800,350717000
2019-05-09,005490,15303814500,-23279528500,7646679000
2019-05-09,005830,3202696200,-3696797500,493561300
2019-05-09,005930,-93133653900,-152254471600,231737343800
2019-05-09,005935,-9867451700,278001650,9541144750
2019-05-09,006280,-526413500,-545721000,1057794000
2019-05-09,006400,17149832500,-42062793500,25157838500
2019-05-09,006800,-609987490,-2722871490,3331408980
2019-05-09,007070,-1465873850,505829000,958956600
2019-05-09,008770,6992457000,-5819347000,-2090361500
2019-05-09,008930,177074000,-502110400,232136400
2019-05-09,009150,-9432076500,-20751183500,29971188000
2019-05-09,009830,-3766766950,16586337400,-12071952750
2019-05-09,010130,-962748500,-405735500,1104092500
2019-05-09,010140,-8096536020,-6774458830,14633457250
2019-05-09,010950,-7787121700,-6227518300,13895870800
2019-05-09,011070,-1160131000,-1838004500,2971179500
2019-05-09,011170,-11325252500,-2872292000,13910516000
2019-05-09,011200,-535857555,75652105,466237450
2019-05-09,012330,14311248000,-17776050000,3387075000
2019-05-09,012450,-134997050,1363905250,-1925501900
2019-05-09,015760,-3080747750,-6586091400,9618127150
2019-05-09,017670,12991124000,3842867000,-16119272500
2019-05-09,018260,3247809000,-6294382000,2943787000
2019-05-09,021240,-2194165900,-395268200,2585936400
2019-05-09,024110,-1380090600,-1723526550,3089969750
2019-05-09,028260,-8716352300,-10772324500,19213252600
2019-05-09,029780,-647737950,635465700,11729250
2019-05-09,030200,110037000,4275243200,-4272790500
2019-05-09,032830,-1997088400,-6318701300,8240028200
2019-05-09,033780,-12270611200,25543700,9252232900
2019-05-09,034730,696554500,-7783655500,6855979000
2019-05-09,035420,10938161500,-12412375500,1370041500
2019-05-09,035720,-4344307000,6943499000,-2817525000
2019-05-09,036570,10772375500,-13091589500,2240361500
2019-05-09,042660,-469743600,-1051285950,1522447050
2019-05-09,047050,-240003050,-2536283950,2867001800
2019-05-09,047810,-490002050,-1795085900,2438234200
2019-05-09,051900,-1366302000,-6319669000,7603869000
2019-05-09,051910,1474988500,-17419726000,15530046500
2019-05-09,052690,-730820550,565541800,165278750
2019-05-09,055550,-77933850,-1500617000,-226261200
2019-05-09,058470,128702100,-129124600,-5087500
2019-05-09,064350,-1245815300,-1043043900,2338158300
2019-05-09,066570,2789174300,-7834964300,5017956300
2019-05-09,068270,-7657452500,31266680000,-23490958000
2019-05-09,069960,-1181035600,-18124200,1207570700
2019-05-09,071050,-2035632600,-453773100,2641205700
2019-05-09,078930,-1851385500,-4765174600,6512457400
2019-05-09,086790,7859550350,-8475501900,529423200
2019-05-09,088350,617245000,-2106499595,1466510350
2019-05-09,090430,1483441000,-7434629000,3364373500
2019-05-09,093370,-116781630,-839414840,946056690
2019-05-09,096770,-2554338000,-11973733500,14575307500
2019-05-09,097950,-1521102000,47641500,1229568000
2019-05-09,105560,8141280150,-8904427300,-1544464850
2019-05-09,111770,-1079211500,1580306700,-460391450
2019-05-09,120110,-378461600,546369700,-168129350
2019-05-09,128940,-1970569500,-959197000,2876414000
2019-05-09,138040,627590350,246672650,-855654150
2019-05-09,139480,-4398449000,-825195500,5193147500
2019-05-09,161390,302585350,-734058850,313879250
2019-05-09,185750,-1484815200,-265443100,1848081900
2019-05-09,207940,2311071000,-4166501500,1715130000
2019-05-09,241560,2392217900,-2656632950,264415050
2019-05-09,251270,5513707500,-10219418500,4204353500
2019-05-09,267250,-2698017500,-794762500,3064159000
2019-05-09,267260,-211578750,129136650,37339250
2019-05-09,271560,-3382934500,-1400453100,4778705600
2019-05-09,316140,6086064600,-4109570800,-2081521300
2019-05-10,000100,-495114000,-563617500,1027331500
2019-05-10,000150,-2206246100,3523717400,-1337771300
2019-05-10,000270,12827670350,-6363449600,-5909682600
2019-05-10,000660,-101270528100,28304923300,71894454400
2019-05-10,000720,-15384850,-6881228750,6943158450
2019-05-10,000810,1987213000,-3124985000,1136610000
2019-05-10,000990,627015800,38145600,-662301400
2019-05-10,001450,-1146905100,-432930650,1567908500
2019-05-10,001570,1580340,-100540,-6241000
2019-05-10,002380,3140030500,-5340174000,2100816500
2019-05-10,002790,-209708300,-491901100,-124750200
2019-05-10,003550,-233153800,31694500,201459300
2019-05-10,003670,-591354400,-1121746900,997406000
2019-05-10,004020,-1582451400,-959664950,2515602250
2019-05-10,004170,-3761087000,7571627000,-3811779000
2019-05-10,004990,-1974924600,-60661300,2631243600
2019-05-10,005380,2800170000,-5734511500,2941122000
2019-05-10,005387,-105192200,770134200,-556266500
2019-05-10,005490,-17182969000,2966898500,14043307500
2019-05-10,005830,312702400,-594387500,281150700
2019-05-10,005930,-83269633150,8648264950,70682710550
2019-05-10,005935,-7285830800,-628338250,7917849100
2019-05-10,006280,-361572000,-987532500,1359289500
2019-05-10,006400,3871863500,-14972834000,11070781000
2019-05-10,006800,1248668240,-319278760,-944142730
2019-05-10,007070,-1975914250,-312347900,2287195650
2019-05-10,008770,19487986500,-7831215000,-11718838500
2019-05-10,008930,-319141800,41198800,262925800
2019-05-10,009150,-34107464900,-10871457800,44774619800
2019-05-10,009830,-6978024050,7369507350,-410189300
2019-05-10,010130,-2543314000,4132202000,-1653296500
2019-05-10,010140,-4498822080,3301040470,1139022380
2019-05-10,010950,-6917348800,-3047229900,9860003300
2019-05-10,011070,-371300500,1003415000,-632114500
2019-05-10,011170,-8049780500,2071675000,5897219000
2019-05-10,011200,-541414365,184149285,320114080
2019-05-10,012330,3472855500,-6691598500,3220926500
2019-05-10,012450,-714379150,1129413150,-1027174000
2019-05-10,015760,-4784310250,3602131450,883089300
2019-05-10,017670,9593230500,-2281637500,-6255487000
2019-05-10,018260,1956475000,544966000,-2552683500
2019-05-10,021240,-466328700,1178498400,-712169700
2019-05-10,024110,-1573109950,1366869700,187604250
2019-05-10,028260,-1612581900,2655924900,-1784991000
2019-05-10,029780,-3630350,-3815250,6907850
2019-05-10,030200,-7765100,6802326000,-6853610650
2019-05-10,032830,-2450494000,192396200,2258097800
2019-05-10,033780,-10083657600,19953329000,-9669276400
2019-05-10,034730,-4760685000,4932709000,-142963000
2019-05-10,035420,12371848000,5319212500,-17759884000
2019-05-10,035720,19172556000,8547864000,-27329585000
2019-05-10,036570,-9294519000,11939028000,-2542342500
2019-05-10,042660,-1099718050,1176865150,-75792250
2019-05-10,047050,-930409650,1744215000,-815742300
2019-05-10,047810,-1355631550,-244178300,1601671600
2019-05-10,051900,-810985000,1732267000,-921282000
2019-05-10,051910,-278275000,-6144801000,5971712000
2019-05-10,052690,-285718700,162345400,123373300
2019-05-10,055550,1357954750,612637900,-2193662650
2019-05-10,058470,408652300,-259767300,-120835000
2019-05-10,064350,2751128750,-6721077500,4240837750
2019-05-10,066570,-12351775100,-791250600,13124561000
2019-05-10,068270,-33043462500,-20388326500,52685292500
2019-05-10,069960,951645200,-2365086900,1403416700
2019-05-10,071050,-1552801800,4257853100,-2701046600
2019-05-10,078930,-2060434700,-321583700,2334406100
2019-05-10,086790,-6812555500,3380301600,3387462200
2019-05-10,088350,989779470,-509801675,-481210080
2019-05-10,090430,-2691755500,992658500,646298500
2019-05-10,093370,-423484470,-286805450,715501550
2019-05-10,096770,-5756122500,1075360000,4610416500
2019-05-10,097950,-2719710500,-1536254500,3716151000
2019-05-10,105560,-2852071000,4180453500,-1328750900
2019-05-10,111770,-394482550,310469600,82344950
2019-05-10,120110,-457174550,1130969650,-673795100
2019-05-10,128940,-2427090500,-1902742500,4330212000
2019-05-10,138040,-84591200,237970500,-143525000
2019-05-10,139480,-2951900000,982721000,2028000000
2019-05-10,161390,-2122267850,283868550,1872683600
2019-05-10,185750,-502655700,-807504900,828032400
2019-05-10,207940,-8501823000,-2976265000,11086033000
2019-05-10,241560,216393850,-250326900,33933050
2019-05-10,251270,-5102146500,7781371500,-2742968500
2019-05-10,267250,-3547780000,6110005500,-2689751500
2019-05-10,267260,48575250,-99483800,-15979350
2019-05-10,271560,1257385600,128314700,-1399189800
2019-05-10,316140,-491171900,-903587950,1394484350
2019-05-13,000100,-2427801000,3511529500,-1074446000
2019-05-13,000150,-1647402500,2118562500,-471160000
2019-05-13,000270,16775346100,-14889022700,-1918028400
2019-05-13,000660,-25728576300,11143118600,13921965000
2019-05-13,000720,2675362300,-1754685250,-943640000
2019-05-13,000810,2659658000,-6068601500,3396148500
2019-05-13,000990,-1326299150,735960050,561311100
2019-05-13,001450,-5546230400,-4192419200,9553294700
2019-05-13,001570,-1731425,96905,1634520
2019-05-13,002380,-33283000,-4564187500,4437391000
2019-05-13,002790,303231400,-1991769000,638962900
2019-05-13,003550,2076359300,-1842620500,-233810300
2019-05-13,003670,2735192200,-286191300,-2020074200
2019-05-13,004020,-1074289600,-1582830900,2573016100
2019-05-13,004170,1690899000,-1680615500,-11227000
2019-05-13,004990,-908320250,-402212150,1102675250
2019-05-13,005380,-3032884500,4725395500,-1512821000
2019-05-13,005387,-285487100,384226200,-98739100
2019-05-13,005490,-2973725000,1926724500,973685500
2019-05-13,005830,-3631880200,-3036201800,6665629500
2019-05-13,005930,30434035050,-46237810350,18189770850
2019-05-13,005935,-8475102350,3109355350,5302352600
2019-05-13,006280,-391466000,-1248047000,1578368000
2019-05-13,006400,3396481000,1232185500,-4633155000
2019-05-13,006800,-1070001000,2140425720,-1071419700
2019-05-13,007070,-1053514000,893971100,153508900
2019-05-13,008770,-8296409900,629071800,7665042100
2019-05-13,008930,-466541300,-158495700,621310100
2019-05-13,009150,-20155705400,-2567858400,23213787200
2019-05-13,009830,-4929264200,2846209300,2084573650
2019-05-13,010130,-557689000,-10765000,598011000
2019-05-13,010140,-4319508720,-3970274740,8837049590
2019-05-13,010950,-5822082900,-6711827100,12182040800
2019-05-13,011070,-23156000,-210121500,237043000
2019-05-13,011170,-4694897500,-891393000,5485960500
2019-05-13,011200,-331347755,190155,331157600
2019-05-13,012330,4443233500,-6854233000,3200277500
2019-05-13,012450,-569700550,124750700,-163650150
2019-05-13,015760,-7049916500,5097542000,2107979900
2019-05-13,017670,2183100500,1304928500,-3156876500
2019-05-13,018260,-379778500,376929000,-51568000
2019-05-13,021240,-3885154100,3576495700,307877400
2019-05-13,024110,-1769504000,-602739000,2339361450
2019-05-13,028260,991198600,-763047400,-957851900
2019-05-13,029780,-195857850,123815900,-6772550
2019-05-13,030200,1064250,2243822750,-2068247150
2019-05-13,032830,-1565386100,-1019853400,2579986600
2019-05-13,033780,-4432847000,1180464000,2976153500
2019-05-13,034730,2251401500,-1266912000,-966097000
2019-05-13,035420,-10252399000,11860595000,-1477293500
2019-05-13,035720,13675468000,-3559097000,-10266666500
2019-05-13,036570,-8029143500,13545385000,-5403562500
2019-05-13,042660,-1215159850,1093058000,122288900
2019-05-13,047050,-1032201700,673321750,333430750
2019-05-13,047810,-373980850,-37804900,411785750
2019-05-13,051900,914410000,-2119818000,1205408000
2019-05-13,051910,-10105515500,-259317000,9976071000
2019-05-13,052690,109403900,-266141400,156737500
2019-05-13,055550,-1624241350,3125342300,-1501100950
2019-05-13,058470,331177800,-688202500,312647600
2019-05-13,064350,745535950,64802650,-909687450
2019-05-13,066570,2446609000,-14575712800,12020379600
2019-05-13,068270,1588989500,-15781603000,13344253500
2019-05-13,069960,669675600,-2776841000,2131015300
2019-05-13,071050,-1720873100,2498879800,-519882300
2019-05-13,078930,-3043014300,-1508482900,4335520700
2019-05-13,086790,-9318883700,7324747700,1839066650
2019-05-13,088350,134478730,-1484498570,1239144195
2019-05-13,090430,-823713000,-7179471000,7146576500
2019-05-13,093370,-617731600,-252511500,1098361070
2019-05-13,096770,-5176754500,850631500,4474320000
2019-05-13,097950,-1205121500,-255863500,1417059500
2019-05-13,105560,-1309873400,1632634300,-31634500
2019-05-13,111770,54987800,-115703250,71206450
2019-05-13,120110,-648413800,299420700,364410600
2019-05-13,128940,-1633345000,-1836868000,3224319500
2019-05-13,138040,-210137850,487323050,-215525800
2019-05-13,139480,-1832658500,-144595000,1961787000
2019-05-13,161390,-1512969600,-201316600,1669547650
2019-05-13,185750,-382891800,322319000,46572900
2019-05-13,207940,3085335000,-7345059500,4348914000
2019-05-13,241560,607793400,-340859800,-266933600
2019-05-13,251270,-6501657500,5946129000,520295500
2019-05-13,267250,-1323261000,1250706500,71961500
2019-05-13,267260,-82858500,-252310100,237476600
2019-05-13,271560,-65410600,-583014700,647746900
2019-05-13,316140,-3226865600,-2286167550,5470001950
2019-05-14,000100,-2123954500,2825235000,-737699500
2019-05-14,000150,-993008000,829285500,163421000
2019-05-14,000270,8146463450,-2340500550,-1560163500
2019-05-14,000660,6648185900,22249898700,-28555605600
2019-05-14,000720,-3083469650,1518821150,1547793800
2019-05-14,000810,-2912290500,1832839000,1078321500
2019-05-14,000990,-1014197950,2024665800,-1083601250
2019-05-14,001450,-5773058400,1132447200,4284861500
2019-05-14,001570,1343020,4871300,-6214320
2019-05-14,002380,1615766500,-5133601000,3464859000
2019-05-14,002790,-1040566400,-471582900,528714300
2019-05-14,003550,-735486300,279319500,425667600
2019-05-14,003670,2566954500,-252394950,-2267726650
2019-05-14,004020,-2614553900,692051900,1898310050
2019-05-14,004170,1573495000,1915659500,-3620012500
2019-05-14,004990,-1636983150,2132923450,-384416650
2019-05-14,005380,-13155275000,11163778000,1454488000
2019-05-14,005387,-1611571400,1557726000,53364800
2019-05-14,005490,-10825419000,9437295000,1468807500
2019-05-14,005830,-3056891400,735775700,2320622900
2019-05-14,005930,-96595190000,66531452650,25034880400
2019-05-14,005935,-8735109100,5048765200,3656575000
2019-05-14,006280,431116500,431910000,-847606500
2019-05-14,006400,-12014504500,-2062903500,14035050500
2019-05-14,006800,1188301120,465556400,-475269670
2019-05-14,007070,-1802438650,1649804450,153186200
2019-05-14,008770,3494340200,6132289900,-11288428600
2019-05-14,008930,-592015800,915535700,-323519900
2019-05-14,009150,-2119088100,5243153300,-3076872000
2019-05-14,009830,-3385776900,4272187750,-46380400
2019-05-14,010130,-3837912000,6648292500,-888156500
2019-05-14,010140,-4904842240,1188735280,3231067750
2019-05-14,010950,-7184941100,3222273000,3936978900
2019-05-14,011070,632484000,-1137840500,503726500
2019-05-14,011170,-12082315000,4961326000,7257714000
2019-05-14,011200,-40825680,51206370,-178855
2019-05-14,012330,4063974500,-6588038500,3060893500
2019-05-14,012450,-190186000,1298366150,-1717880150
2019-05-14,015760,-14459119500,8166817500,6277617450
2019-05-14,017670,188002500,3926477000,-4133155500
2019-05-14,018260,-4134319000,6019226000,-1889178000
2019-05-14,021240,-6606755500,2581433400,4024940100
2019-05-14,024110,-1828342200,1529902250,281903550
2019-05-14,028260,-4355102700,2300486000,219862600
2019-05-14,029780,-392219350,547600100,-155366500
2019-05-14,030200,188913000,1336073050,-801866250
2019-05-14,032830,-2061589300,1269756600,791187900
2019-05-14,033780,-16797630200,10648059900,5135833600
2019-05-14,034730,-4162818500,4017968500,223302000
2019-05-14,035420,-12339973500,15044574500,-2716678000
2019-05-14,035720,13657467500,23221784000,-35511766500
2019-05-14,036570,-5798862500,1537495000,4168769500
2019-05-14,042660,-431894150,560529150,-151968000
2019-05-14,047050,-1114706650,1190580800,-75874150
2019-05-14,047810,-678176700,658053750,18592950
2019-05-14,051900,-5646458000,4603237000,1012237000
2019-05-14,051910,-16020375000,12517593000,3322905000
2019-05-14,052690,-145098850,-149351450,291449200
2019-05-14,055550,-12743997550,13294137150,-549461350
2019-05-14,058470,356489000,-192699400,-142049600
2019-05-14,064350,-211781950,-555323750,766880500
2019-05-14,066570,-1031139600,3372465400,-1670530600
2019-05-14,068270,5328632000,49240500,-6811635500
2019-05-14,069960,-2668487500,1842702600,824888400
2019-05-14,071050,-4553702000,5039836600,-324391400
2019-05-14,078930,-1219566000,1193965550,17188950
2019-05-14,086790,-11840816450,6167332750,5477118850
2019-05-14,088350,749184780,352158645,-1103520115
2019-05-14,090430,-969176500,-3560445500,3637876500
2019-05-14,093370,-704888200,239232810,479011340
2019-05-14,096770,-10766864500,4541634000,6222575000
2019-05-14,097950,-6271270500,-2925474000,9162207500
2019-05-14,105560,-5605595550,6726341500,-1015907800
2019-05-14,111770,-94919700,77667350,16730350
2019-05-14,120110,-1027875850,3910733650,-2685740550
2019-05-14,128940,-310852000,684581000,-381885500
2019-05-14,138040,119311050,231451800,-209681950
2019-05-14,139480,-1019420000,51236000,959368500
2019-05-14,161390,-2643178050,1547408600,1005657000
2019-05-14,185750,-688043800,543922700,125072100
2019-05-14,207940,218677000,3158389000,-4833671500
2019-05-14,241560,-1300077700,1889307550,-589229850
2019-05-14,251270,-6311450000,-5572016500,11742532500
2019-05-14,267250,-2232834000,2076461000,112818000
2019-05-14,267260,982005700,-3653532200,2644512300
2019-05-14,271560,-1364941300,1056810300,317160500
2019-05-14,316140,259007000,1040722350,-1339480750
2019-05-15,000100,267957500,-423423000,180610500
2019-05-15,000150,549134600,667192400,-1246777000
2019-05-15,000270,6350246750,-5185338600,-1574620150
2019-05-15,000660,-4138877100,-9428417000,13319779700
2019-05-15,000720,-7748018150,18135106400,-10337365900
2019-05-15,000810,-2900778500,-2945999500,5695445500
2019-05-15,000990,-2435713150,36475850,2263992500
2019-05-15,001450,-4276562650,-1754051200,6170521200
2019-05-15,001570,8811500,171290,-8982790
2019-05-15,002380,-604768500,-1902833000,2507601500
2019-05-15,002790,-547599000,-6724600,-1022309500
2019-05-15,003550,3162310500,-3062561400,-99749100
2019-05-15,003670,15310200,3288238600,-2518821500
2019-05-15,004020,-151422000,-1472357450,1606230800
2019-05-15,004170,-5929227000,4646961000,1524235500
