날짜,종목코드,외국인순매수,기관순매수,개인순매수
2018-01-02,000100,-48234500,-1780991500,1839859000
2018-01-02,000150,2083152000,-2893823500,809544500
2018-01-02,000270,2318385750,-12257908100,9988023850
2018-01-02,000660,13721122000,-25484908800,10866206400
2018-01-02,000720,769004800,9961402750,-10690380200
2018-01-02,000810,84070500,-2773921000,2690418000
2018-01-02,000990,-138320900,-350881550,489202450
2018-01-02,001450,1093853950,-1014311700,-39226000
2018-01-02,001570,9511615,-2445,-9509170
2018-01-02,002380,-489788000,580266000,-151425500
2018-01-02,002790,1134665500,365376000,-1509921000
2018-01-02,003550,70059700,-898350200,881192200
2018-01-02,003670,784684200,2654367350,-3860488100
2018-01-02,004020,1879853800,-11157339800,9070060100
2018-01-02,004170,-309832000,-1696975000,2029127000
2018-01-02,004990,1375657500,1070439700,-2353450600
2018-01-02,005380,-2903890500,-42943463000,45228462500
2018-01-02,005387,4146858700,-4004794200,-97864500
2018-01-02,005490,14425446000,-1295057500,-13092313000
2018-01-02,005830,400855300,-632401000,265607600
2018-01-02,005930,-46571208000,-59801412000,66587603000
2018-01-02,005935,-7810676000,-4931828000,6597607000
2018-01-02,006280,415092000,-450442000,-15394000
2018-01-02,006400,-3855532500,3400391500,588561500
2018-01-02,006800,963264350,1169202190,-2202029740
2018-01-02,007070,700851200,538549250,-1239400450
2018-01-02,008770,245056000,1324946400,-564843600
2018-01-02,008930,-244110000,-1412780500,1710430500
2018-01-02,009150,3472876800,-1551198000,-1908710300
2018-01-02,009830,-2493339250,7465497650,-5040055950
2018-01-02,010130,2265346000,2929047000,-5219120000
2018-01-02,010140,-4485726190,9579857480,-5267639210
2018-01-02,010950,2450573500,-3290189000,847565000
2018-01-02,011070,-116934000,-2660916000,2176308000
2018-01-02,011170,614096000,-9484948000,8791173000
2018-01-02,011200,124366808330,-133657941890,9040392370
2018-01-02,012330,4845525000,-17824509500,12950569500
2018-01-02,012450,1315785750,3401690550,-4713899100
2018-01-02,015760,-1949536750,-12323465050,14223668350
2018-01-02,017670,797638000,-3950716500,3394827000
2018-01-02,018260,-1980356000,-994035500,2973800000
2018-01-02,021240,422395700,-781475600,359079900
2018-01-02,024110,4167936100,-3590946850,-492257950
2018-01-02,028260,2228664000,-2043745500,-787524000
2018-01-02,029780,2361492350,-1892370800,-461260900
2018-01-02,030200,-57032050,-44302150,51329750
2018-01-02,032830,-239993500,-3740170000,3980040500
2018-01-02,033780,8004947500,-8436995500,460563000
2018-01-02,034730,-2424451500,-2253711000,4441447500
2018-01-02,035420,10970496000,-6072407000,-5699562000
2018-01-02,035720,9780559000,23934066000,-33634211000
2018-01-02,036570,-1752108500,-5730428000,7337502500
2018-01-02,042660,74343950,1956387800,-2031131750
2018-01-02,047050,-90316400,4003755050,-3938951850
2018-01-02,047810,5272385800,1844625500,-6178534650
2018-01-02,051900,-1227285000,1076356000,106619000
2018-01-02,051910,9458543000,2668671000,-11847072000
2018-01-02,052690,1774912850,-651363950,-1123548900
2018-01-02,055550,2126273450,-1907868750,-228715700
2018-01-02,058470,262386200,-364648700,70512200
2018-01-02,064350,432438200,-153234250,-279203950
2018-01-02,066570,-7622840500,8221649000,153075000
2018-01-02,068270,6500028600,-29919784500,23671157000
2018-01-02,069960,-356674000,1695253000,-1389676000
2018-01-02,071050,-28271700,317951900,-295271200
2018-01-02,078930,956000400,-1869248600,988024900
2018-01-02,086790,12297337500,-6158002900,-6090368500
2018-01-02,088350,958129350,-1328819190,311065260
2018-01-02,090430,3271610500,-1302353000,-1880014500
2018-01-02,093370,1403567700,-2067446100,657258800
2018-01-02,096770,3096291500,3825601500,-6856178500
2018-01-02,097950,1866861000,-798892500,-1083241000
2018-01-02,105560,-363189200,1483596700,-945392900
2018-01-02,111770,1042555700,-2601671900,1569353950
2018-01-02,120110,-5359829500,-1783288700,7094046100
2018-01-02,128940,4564324000,4229122000,-8846933000
2018-01-02,138040,21843950,58476100,-79002950
2018-01-02,139480,1302568000,-4859207000,3608562000
2018-01-02,161390,2134692700,-516267500,-1616155500
2018-01-02,185750,629857500,423040000,-1042896000
2018-01-02,207940,8318828000,18667810500,-23389823500
2018-01-02,214370,1723884600,1976215300,-3767219400
2018-01-02,241560,-3051862150,3982263800,-930401650
2018-01-02,251270,3018729500,-4064962500,1080158000
2018-01-02,267250,21556097000,4937869500,-26167668500
2018-01-02,267260,800866000,-1086199500,95230500
2018-01-02,271560,-1446133500,530604000,904879500
2018-01-03,000100,-470659000,-2099850000,2741026000
2018-01-03,000150,1583813000,394419000,-1984773000
2018-01-03,000270,4145586450,-7032087900,2935292400
2018-01-03,000660,21437907400,13384489300,-33666189900
2018-01-03,000720,-5912892100,-595877500,6382336100
2018-01-03,000810,9716353000,-9556539500,-191817000
2018-01-03,000990,-294710050,-60440650,404928400
2018-01-03,001450,294569550,-1678295350,1383725800
2018-01-03,001570,21842785,-19565000,-2777335
2018-01-03,002380,-80908000,-629609500,778819500
2018-01-03,002790,587163500,-3196417500,2044277500
2018-01-03,003550,3122723000,-7062803700,1708912000
2018-01-03,003670,894199950,-2920288050,1866387900
2018-01-03,004020,8592392800,-4938106400,-3662021400
2018-01-03,004170,2000999500,-2257206000,241731500
2018-01-03,004990,335530100,19649115300,-20269279700
2018-01-03,005380,12566048000,-24638478000,12112970500
2018-01-03,005387,3913126500,-3359756500,-553370000
2018-01-03,005490,100060044000,-13991691500,-83945740500
2018-01-03,005830,1699566700,-4221296300,2521038600
2018-01-03,005930,118564889000,-123156838000,-12050080000
2018-01-03,005935,-8858840000,4618601000,-1098495000
2018-01-03,006280,113960500,-676139000,525629500
2018-01-03,006400,-10566347500,-4154541000,15767436500
2018-01-03,006800,5885339190,-4534188540,-1779882450
2018-01-03,007070,1638695650,-2036368600,397672950
2018-01-03,008770,4721676900,-1363502700,-3358962200
2018-01-03,008930,977783000,1608776500,-3218020500
2018-01-03,009150,199399600,-4340060000,2737567100
2018-01-03,009830,2782904900,9293015500,-11994317400
2018-01-03,010130,-1013065000,-3982712000,4864921000
2018-01-03,010140,766247360,617777420,-1675727920
2018-01-03,010950,5757067000,-21298871000,15616347000
2018-01-03,011070,1211921000,6199247500,-7034587500
2018-01-03,011170,3335566500,2442417000,-6059012500
2018-01-03,011200,-27405114075,1048432345,26072853235
2018-01-03,012330,9474407000,-14684780000,4860887500
2018-01-03,012450,53739300,-1038535300,936462500
2018-01-03,015760,2780577400,-18078326500,15138314600
2018-01-03,017670,-2584508500,-14388204000,15047858500
2018-01-03,018260,-2610572500,-1157031000,3309695000
2018-01-03,021240,4662133700,-3489381300,-1172752400
2018-01-03,024110,8486461200,-5522147650,-2783205700
2018-01-03,028260,594634000,-16496506500,12755449500
2018-01-03,029780,2927719150,-2615602850,-312100800
2018-01-03,030200,31922500,-9213212250,9136353400
2018-01-03,032830,649237500,-9174164500,8527001000
2018-01-03,033780,5758615500,-18912604000,12806340500
2018-01-03,034730,3335382500,-9125980000,5564932000
2018-01-03,035420,-311358000,-15381064000,15143539000
2018-01-03,035720,-20260181000,39326567000,-20962430500
2018-01-03,036570,8130790500,-40172179500,31824582500
2018-01-03,042660,3622168600,-433870850,-3173046950
2018-01-03,047050,326611550,7526548550,-8357055950
2018-01-03,047810,-2187767900,972663900,1720131300
2018-01-03,051900,2604600000,-4901662000,2295874000
2018-01-03,051910,4981553500,-7866918500,294810500
2018-01-03,052690,1056285800,-791411450,-264874350
2018-01-03,055550,22270189200,-15518483000,-5000091950
2018-01-03,058470,404399700,-975769800,564172600
2018-01-03,064350,240035050,-339451950,99416900
2018-01-03,066570,-2402521000,-6986415500,9744914000
2018-01-03,068270,85169232100,-72167284800,-11682544300
2018-01-03,069960,2844724500,2463437000,-5347445500
2018-01-03,071050,190055200,89871500,-286143700
2018-01-03,078930,-104480200,-6249220200,5792019900
2018-01-03,086790,13108702800,-9080357000,-4075767500
2018-01-03,088350,-4042988080,5037921790,-965056040
2018-01-03,090430,7880220500,-7566727000,-403647000
2018-01-03,093370,-227096150,-847703200,1038216900
2018-01-03,096770,690192500,-12618487000,11574561000
2018-01-03,097950,-817340000,-1759208500,2514614500
2018-01-03,105560,14638476200,-8598076500,-6055114200
2018-01-03,111770,279578750,-226869250,-48573500
2018-01-03,120110,-10244273600,2192798700,7537697900
2018-01-03,128940,8904887000,8315966000,-17303426000
2018-01-03,138040,-173410550,26195350,145680250
2018-01-03,139480,2571300000,-2751394000,202823500
2018-01-03,161390,1209806100,-5193093600,4009060400
2018-01-03,185750,480722500,-248535500,-120436000
2018-01-03,207940,-6642765000,17767279000,-10994204000
2018-01-03,214370,30838900,-358827800,249532100
2018-01-03,241560,1298773400,-434989650,-865668400
2018-01-03,251270,6020963000,-30383246000,24394615500
2018-01-03,267250,5280213000,8981283500,-13670069500
2018-01-03,267260,243538000,1333787000,-1313877000
2018-01-03,271560,-1592661000,-370611500,1960771000
2018-01-04,000100,-2093804500,-2482901500,4385171000
2018-01-04,000150,-528208000,2314679000,-1779651000
2018-01-04,000270,-2848699200,-10150403250,16022124450
2018-01-04,000660,29748085300,13919663900,-43212206900
2018-01-04,000720,-1713538400,22323833700,-20026334100
2018-01-04,000810,4292154000,-6699140000,2427591500
2018-01-04,000990,1999950,291464200,-316546150
2018-01-04,001450,-42180000,-2337439500,2379619500
2018-01-04,001570,51945905,-88390930,36352115
2018-01-04,002380,479847000,-285523000,-156111500
2018-01-04,002790,1801118000,-7815705500,6036987500
2018-01-04,003550,8156989000,-9694498900,1527047300
2018-01-04,003670,4743204450,-4787856300,377490750
2018-01-04,004020,43567700,-814188600,1113590300
2018-01-04,004170,1738924000,-3701824500,2561267000
2018-01-04,004990,3091448300,10606246500,-14129635800
2018-01-04,005380,45975464500,-79254203000,33079985000
2018-01-04,005387,5458316700,-5665616000,178094400
2018-01-04,005490,38797138500,5951771500,-40260426500
2018-01-04,005830,-1892748600,-2498225300,4340101500
2018-01-04,005930,68464355000,-101949136000,2454905000
2018-01-04,005935,17485195000,-15696977000,-7591988000
2018-01-04,006280,-2628254500,-9466783500,12133759500
2018-01-04,006400,-1850115500,-1643921000,2171372500
2018-01-04,006800,2792174240,-129728040,-2612695930
2018-01-04,007070,817600000,-2339214100,1491339700
2018-01-04,008770,1950638600,-3215106400,335018700
2018-01-04,008930,-258904000,-4515888000,4761726500
2018-01-04,009150,261224400,-2644703400,2358091800
2018-01-04,009830,-5954345000,8899878500,-3252708950
2018-01-04,010130,6090019000,-9836366000,3802635500
2018-01-04,010140,8946879680,4825700210,-13382742360
2018-01-04,010950,3776471000,-7886577500,3995967000
2018-01-04,011070,-642996500,-3837858500,3481394500
2018-01-04,011170,-3174949000,-26067828500,30151722000
2018-01-04,011200,-19627650480,-458157685,20021989990
2018-01-04,012330,3664864000,-42570406000,38445736000
2018-01-04,012450,1031880000,-667660250,-622295650
2018-01-04,015760,-4216399050,-18889606450,22437320750
2018-01-04,017670,-3185119500,-8964054500,11707772000
2018-01-04,018260,-6306781500,29603121500,-22762826500
2018-01-04,021240,-85672800,-3770845000,3549726200
2018-01-04,024110,7072361600,-4818455850,-2153375000
2018-01-04,028260,3461942000,1308338000,-5356981000
2018-01-04,029780,3726151350,-3278302000,-395309700
2018-01-04,030200,15116300,-8141102300,8109336400
2018-01-04,032830,88687500,-9437649000,9343637500
2018-01-04,033780,8140019500,-8334260500,187165500
2018-01-04,034730,-44473500,-2572751000,2067492500
2018-01-04,035420,14992341000,14516998000,-29300691000
2018-01-04,035720,13642668000,31914242500,-45829076500
2018-01-04,036570,-2071352000,-38954303000,39911745000
2018-01-04,042660,-303988300,-58596450,363185750
2018-01-04,047050,-442604950,6724357550,-6368180000
2018-01-04,047810,1225267950,-1205052950,429581750
2018-01-04,051900,-1213304000,-4737241000,5907140000
2018-01-04,051910,-3518450225,-16298348275,19708274500
2018-01-04,052690,780473250,-1081765100,355873700
2018-01-04,055550,10907839100,-12154473050,1265576950
2018-01-04,058470,731697300,-1742807800,1013653700
2018-01-04,064350,588700000,-86611800,-486751650
2018-01-04,066570,-6374557500,194187000,5721813500
2018-01-04,068270,68852698000,-75039952900,5696337800
2018-01-04,069960,1194555000,215584500,-1379645500
2018-01-04,071050,-1718907000,2331089900,-657016800
2018-01-04,078930,1609087900,2082471200,-3691556400
2018-01-04,086790,4678391100,-2932688100,-1829846000
2018-01-04,088350,-1022530910,690432050,330929820
2018-01-04,090430,-22875554000,-8307520000,30557779000
2018-01-04,093370,-321788000,-119395700,445926350
2018-01-04,096770,-2778006000,-23522443500,25920343500
2018-01-04,097950,-2407912500,6932920000,-4829843500
2018-01-04,105560,13035287700,-7730367800,-4978072200
2018-01-04,111770,-158596300,-1088342750,1246070250
2018-01-04,120110,-1209154100,436287800,778298300
2018-01-04,128940,-3530287000,-3256819000,6996707000
2018-01-04,138040,-180999950,-73380800,248684500
2018-01-04,139480,2013890000,-3460468000,1614439500
2018-01-04,161390,3734058100,-5870636100,1964111300
2018-01-04,185750,263564000,-443057500,179493500
2018-01-04,207940,-11011472500,2963905000,8554894500
2018-01-04,214370,-849474200,-1199746400,1991499600
2018-01-04,241560,-385710650,456633100,-130092350
2018-01-04,251270,-6016072500,-31256158500,36465829000
2018-01-04,267250,40786965000,5650737500,-42645639500
2018-01-04,267260,-12870500,778827000,-257966500
2018-01-04,271560,3509528500,-3749477500,246510000
2018-01-05,000100,1422401500,-1105980000,-316850000
2018-01-05,000150,-66844000,465153500,-398309500
2018-01-05,000270,848244750,-806765050,-47152200
2018-01-05,000660,47666264900,50869375200,-97132197400
2018-01-05,000720,-7569757900,7110992800,359918900
2018-01-05,000810,-750579500,-8965742500,9707200000
2018-01-05,000990,-1889855350,5660350,1879355000
2018-01-05,001450,375685950,-1460362900,1084676950
2018-01-05,001570,-6970380,-68491430,77094350
2018-01-05,002380,550129000,5301853500,-5489879000
2018-01-05,002790,-774029000,-2336412000,3110441000
2018-01-05,003550,1199279800,-5150270800,3843997500
2018-01-05,003670,9489493500,-618785950,-8962284500
2018-01-05,004020,-2095148900,-10569143500,12984010600
2018-01-05,004170,4175074000,-1505378000,-2673765500
2018-01-05,004990,-3600477800,-967971200,5094452500
2018-01-05,005380,12866365000,-15166783000,2272108000
2018-01-05,005387,1826908700,-2306959400,480050700
2018-01-05,005490,28828635000,-13259705500,-15267850500
2018-01-05,005830,-861969400,-1167878700,1693592200
2018-01-05,005930,25017844000,14748253000,-55262640000
2018-01-05,005935,-11728991000,6949109000,-1406626000
2018-01-05,006280,1702546500,-188245500,-1437010000
2018-01-05,006400,7316454500,37359074000,-43671069000
2018-01-05,006800,2026800,-2444661830,1147174310
2018-01-05,007070,1991196200,-3970849150,2097044350
2018-01-05,008770,1161257700,-6216975700,4757265500
2018-01-05,008930,542523000,-343903000,29080500
2018-01-05,009150,48864598500,34049243600,-82692496700
2018-01-05,009830,-1159570850,13094479650,-11839991100
2018-01-05,010130,-884824500,2804789500,-1906710000
2018-01-05,010140,1273085160,18142665590,-19481361610
2018-01-05,010950,-376660000,-10693608000,10730873000
2018-01-05,011070,-8303141000,4427570000,3960522000
2018-01-05,011170,1512880500,-10929917000,9382605500
2018-01-05,011200,-10916811995,-237585840,10890404930
2018-01-05,012330,3387648000,-19065355500,15152909500
2018-01-05,012450,-2254648450,-527568200,2645259050
2018-01-05,015760,-2844579150,-7661282150,10431842400
2018-01-05,017670,10197863500,1915193500,-13041390500
2018-01-05,018260,-3726922500,8920657000,-4517776500
2018-01-05,021240,3819302800,-3837652400,-1949400
2018-01-05,024110,12218486300,-7939104650,-4278031150
2018-01-05,028260,-1577325000,478334000,2945549000
2018-01-05,029780,2156152150,-1967774100,-190320550
2018-01-05,030200,-99905000,306162550,-270576200
2018-01-05,032830,1044101500,-126618500,-892430000
2018-01-05,033780,10264674500,-22141683000,11033338000
2018-01-05,034730,536299000,2693803500,-3224542500
2018-01-05,035420,-2102698000,23554561000,-22764586000
2018-01-05,035720,10173343500,15135374000,-25752510500
2018-01-05,036570,-12994207500,-16786707500,30032793000
2018-01-05,042660,260344100,-925803900,665443600
2018-01-05,047050,-1880419100,4307439350,-2489469850
2018-01-05,047810,-4763717850,-627126650,5395842500
2018-01-05,051900,-3616436000,-1000445000,4106269000
2018-01-05,051910,16373144000,-6488122500,-9871487500
2018-01-05,052690,737329250,-488769050,-248168700
2018-01-05,055550,11235376650,-4137492550,-6944171500
2018-01-05,058470,498845100,-193093000,-268265900
2018-01-05,064350,243031100,593028450,-818862050
2018-01-05,066570,8103950500,13983303500,-21881199500
2018-01-05,068270,68496285800,-13750970600,-49949681200
2018-01-05,069960,516041500,279883000,-795918500
2018-01-05,071050,574719700,4282668700,-4763763100
2018-01-05,078930,128654200,-360421900,52466500
2018-01-05,086790,7981333900,1474580300,-9359497500
2018-01-05,088350,-3104457040,3088031300,16425740
2018-01-05,090430,-6678650000,-3755937000,10224479500
2018-01-05,093370,1043079400,-417617300,-815209600
2018-01-05,096770,10303964500,-8479663500,-1827315000
2018-01-05,097950,-3908374500,-214052500,4062335000
2018-01-05,105560,8294383300,2208310900,-10501477800
2018-01-05,111770,-409917400,-336792700,745312400
2018-01-05,120110,-2918431300,-1339538100,4170050900
2018-01-05,128940,-540497000,1960228000,-1884660000
2018-01-05,138040,71564500,280914050,-352493400
2018-01-05,139480,72985500,757980000,-808248500
2018-01-05,161390,1967391800,-2077739100,114021900
2018-01-05,185750,1018235000,901498500,-1837333500
2018-01-05,207940,-1196945500,-1104967500,2209995000
2018-01-05,214370,53708400,780607000,-864403400
2018-01-05,241560,-1276412200,1155136250,118622750
2018-01-05,251270,-27907223000,-8018784500,36623180000
2018-01-05,267250,20048646000,1314926500,-21444687500
2018-01-05,267260,-412640500,985817000,2590591000
2018-01-05,271560,-2269226700,1874345800,403885300
2018-01-08,000100,391766000,-2040250000,1667235000
2018-01-08,000150,2454182000,-4192210500,1871648000
2018-01-08,000270,10332342350,296641100,-10626463250
2018-01-08,000660,7825810200,-26185149900,18380095800
2018-01-08,000720,1442950050,1486355000,-2896717650
2018-01-08,000810,3308039000,-1988702000,-1319337000
2018-01-08,000990,391864150,365368100,-764472250
2018-01-08,001450,1107199550,-669498350,-437701200
2018-01-08,001570,-12892715,4995,12031160
2018-01-08,002380,577638000,2287963500,-2862009500
2018-01-08,002790,310368500,453601000,-763969500
2018-01-08,003550,10979397500,-10410185600,-2112855100
2018-01-08,003670,-7171966050,-1187305650,8275005300
2018-01-08,004020,12338682700,-6510499000,-5753491200
2018-01-08,004170,3314288000,4067906000,-7462528500
2018-01-08,004990,-2390145700,-1414926000,4221184200
2018-01-08,005380,28423091000,-5322602500,-23030307500
2018-01-08,005387,3269979800,-2171996200,-1097983600
2018-01-08,005490,19341015500,-14712915000,-4577763000
2018-01-08,005830,513859400,-1173142900,658476900
2018-01-08,005930,23912090000,-46525536000,-21346810000
2018-01-08,005935,950319000,-12745023000,3412770000
2018-01-08,006280,932944000,-3087364500,2171204500
2018-01-08,006400,8182319500,8352362500,-17543300500
2018-01-08,006800,5367670780,1088672520,-6997380320
2018-01-08,007070,2948433750,-2527677350,-262096250
2018-01-08,008770,5949187300,1492441600,-7558007600
2018-01-08,008930,316536000,325606000,-641942000
2018-01-08,009150,3433415000,10190868000,-10217532500
2018-01-08,009830,-468211400,4683508300,-4630986450
2018-01-08,010130,5100674000,1311446500,-7961904500
2018-01-08,010140,3454679370,-1609552290,-2123235530
2018-01-08,010950,9094617000,-15297108500,6100618500
2018-01-08,011070,3390689000,-23567247000,19356278000
2018-01-08,011170,42744599500,49965644500,-93123463000
2018-01-08,011200,-10271542345,21002130,10107319685
2018-01-08,012330,1418703000,-7722126000,6208135500
2018-01-08,012450,-2259502400,-58318100,2439451000
2018-01-08,015760,9301056900,-9613889150,254635300
2018-01-08,017670,377221000,-3828828000,3773697000
2018-01-08,018260,273174000,31436988500,-33279889500
2018-01-08,021240,2180297400,-90190200,-2060806700
2018-01-08,024110,7355927550,-7973857350,632373500
2018-01-08,028260,-6605687500,3995170000,2171310500
2018-01-08,029780,1848549000,-1488417650,-360131350
2018-01-08,030200,-73217350,-5029355050,5118764950
2018-01-08,032830,-80526500,1433679500,-1440555000
2018-01-08,033780,-942793500,-1944494500,2843946000
2018-01-08,034730,-1688356000,-2456888000,5953663500
2018-01-08,035420,6113667000,29270489000,-35199752000
2018-01-08,035720,-416205500,24725370000,-24014512000
2018-01-08,036570,3268384000,-5360917500,2956451500
2018-01-08,042660,-150964050,-1117084400,1292257400
2018-01-08,047050,-1527016050,1494415450,20498100
2018-01-08,047810,-1040722250,749462700,703614800
2018-01-08,051900,-1667343000,305600000,791046000
2018-01-08,051910,46095809500,14485992000,-60963585500
2018-01-08,052690,546817450,-983620250,436802800
2018-01-08,055550,30766938300,-9923357200,-23592853200
2018-01-08,058470,315045900,-900243700,581671100
2018-01-08,064350,77818000,-457759200,379941200
2018-01-08,066570,-16932181000,-76372910500,92569773000
2018-01-08,068270,217567505600,-143897313400,-71318972100
2018-01-08,069960,3883397500,6626468000,-10434391000
2018-01-08,071050,-1989152700,3928292500,-2126567100
2018-01-08,078930,-570415500,-44190100,192197500
2018-01-08,086790,9771840000,-1351670600,-8350890300
2018-01-08,088350,-1067565290,558660250,525228800
2018-01-08,090430,-4401767500,514044500,3853420000
2018-01-08,093370,-1267286380,-1043387340,2371961770
2018-01-08,096770,-21437370500,-1040467500,22478903000
2018-01-08,097950,4573000,-1466306500,1771808500
2018-01-08,105560,14740005900,4440703600,-18932642600
2018-01-08,111770,494810000,-419655600,-74903650
2018-01-08,120110,-425149200,-2415253000,3100490200
2018-01-08,128940,-1048826000,558007000,476762000
2018-01-08,138040,363308900,-11130550,-339767100
2018-01-08,139480,-1870154000,7225722000,-5479131500
2018-01-08,161390,2583548200,-2726917300,146353500
2018-01-08,185750,285387500,398535000,-689478500
2018-01-08,207940,-556832500,24524814000,-23818744500
2018-01-08,214370,-103348500,-1490345700,1611516900
2018-01-08,241560,-297495700,-21107100,318426950
2018-01-08,251270,-9316047500,1286529000,7681059000
2018-01-08,267250,5693511000,-3121938500,-2526579000
2018-01-08,267260,-2640227500,1162832500,2443728500
2018-01-08,271560,-908775500,935451000,-25507000
2018-01-09,000100,2222920000,-55182000,-2257349000
2018-01-09,000150,847107500,-310056000,-608871000
2018-01-09,000270,2727331900,1061341500,-3801656300
2018-01-09,000660,-1546911200,-35588362400,38276681600
2018-01-09,000720,711121800,302058850,-1236604000
2018-01-09,000810,14369480500,4624999000,-18861021000
2018-01-09,000990,-1444465100,322285550,1059935550
2018-01-09,001450,-1625064900,-47013400,1672078300
2018-01-09,001570,-19791735,-25110330,44902065
2018-01-09,002380,1218111500,3285844000,-4487955500
2018-01-09,002790,-5634346000,5800701500,-166355500
2018-01-09,003550,1696895500,5910051800,-7118069400
2018-01-09,003670,-497244950,-272216850,1001943300
2018-01-09,004020,5062965600,5478275500,-10258722400
2018-01-09,004170,3171048500,952122500,-4133594000
2018-01-09,004990,726760400,-1192508600,505135300
2018-01-09,005380,21653026500,-2866347000,-18685601500
2018-01-09,005387,1869192500,-1153621500,-715571000
2018-01-09,005490,24541314000,10704820500,-26074634000
2018-01-09,005830,-220744500,70282500,150327600
2018-01-09,005930,-213406040000,19156506000,150913090000
2018-01-09,005935,-15832380000,-4894751000,12109543000
2018-01-09,006280,-969213000,654688000,357235500
2018-01-09,006400,-3975374000,-2257038000,6164237500
2018-01-09,006800,1972058900,3172513100,-4161240580
2018-01-09,007070,6214517500,-362101750,-5729297650
2018-01-09,008770,9594961400,10632628100,-17266726600
2018-01-09,008930,384647500,-4838155500,4237870000
2018-01-09,009150,-2854733000,707329000,2274739000
2018-01-09,009830,1235656250,7638994050,-7143199700
2018-01-09,010130,15246998000,6360575000,-21518673000
2018-01-09,010140,2302800030,304762020,-2502924480
2018-01-09,010950,2845869500,-6515789500,3418022500
2018-01-09,011070,45637261500,14946448500,-56986568500
2018-01-09,011170,8537807000,10970210500,-19029661500
2018-01-09,011200,-10645038760,15342690,10731889805
2018-01-09,012330,-2417867500,1796470000,-105124500
2018-01-09,012450,-965939750,877632100,90771650
2018-01-09,015760,-10223656900,-3257550900,13318803450
2018-01-09,017670,19721207000,3133112000,-21774224000
2018-01-09,018260,10703724500,-1260300500,-9097278000
2018-01-09,021240,39873900,687246500,-728567900
2018-01-09,024110,2562972800,-2178055350,-300719850
2018-01-09,028260,-7756493000,21748210500,-13635908000
2018-01-09,029780,478243800,-2243044100,1763461300
2018-01-09,030200,-3363200,4939136200,-4991292700
2018-01-09,032830,4449930000,3623564000,-7983527500
2018-01-09,033780,6312781000,-9718037500,3382594500
2018-01-09,034730,-359826000,5389957000,-5959097500
2018-01-09,035420,-10397331000,10902402000,-218876000
2018-01-09,035720,4109962500,10027572000,-12749703500
2018-01-09,036570,-11844913000,-848987000,12804999500
2018-01-09,042660,121583950,-1567953400,1446590150
2018-01-09,047050,5671300,2441855700,-2342010900
2018-01-09,047810,2953932100,1422384500,-4875975100
2018-01-09,051900,-11731472000,4724387000,6975463000
2018-01-09,051910,4273015500,7814608000,-12023870500
2018-01-09,052690,589600150,303121500,-892721650
2018-01-09,055550,20643119900,-4278605700,-16045951800
2018-01-09,058470,567509400,-879413000,312381800
2018-01-09,064350,-302695350,115789450,186887200
2018-01-09,066570,11949524500,16021397000,-29361730500
2018-01-09,068270,71838535100,-152053074500,90170883500
2018-01-09,069960,-82013000,1478924000,-1346930500
2018-01-09,071050,-797348700,-103161700,829952700
2018-01-09,078930,-92013200,1041781900,-645304000
2018-01-09,086790,3760253300,-273667700,-3448900100
2018-01-09,088350,131889220,-2096059020,1964115300
2018-01-09,090430,-19493059500,-1505355500,20661061500
2018-01-09,093370,850949150,1118413270,-1760388340
2018-01-09,096770,-1814591000,-17864791000,19197648500
2018-01-09,097950,-826442000,4373647000,-3548358000
2018-01-09,105560,3683813600,3744096000,-7423944000
2018-01-09,111770,658487800,-1321066350,569393650
2018-01-09,120110,-7710814900,-5760958400,13082089700
2018-01-09,128940,-868123000,-8446834000,8804839000
2018-01-09,138040,206904000,-272992550,99288400
2018-01-09,139480,-897420500,3032566500,-2111851000
2018-01-09,161390,2138491600,3519264900,-5656436900
2018-01-09,185750,2374585500,202424500,-2758930000
2018-01-09,207940,-1721023500,21667773500,-21883498500
2018-01-09,214370,79135300,-544121900,375970600
2018-01-09,241560,-1461179850,-1051734050,2512704900
2018-01-09,251270,-13438246500,6990832000,4302733000
2018-01-09,267250,5592417000,1636891000,-7146968000
2018-01-09,267260,23383539500,364955000,530293500
2018-01-09,271560,309541500,1705381500,-2019497500
2018-01-10,000100,-1933579500,-469489500,2378324000
2018-01-10,000150,755640000,4493732500,-5268785500
2018-01-10,000270,6780572650,5768589000,-12647431450
2018-01-10,000660,-162051745300,-177781442700,335385483100
2018-01-10,000720,8695360600,32959787200,-41312409750
2018-01-10,000810,8120839000,3968983000,-12087092000
2018-01-10,000990,-451403000,1016753350,-570464600
2018-01-10,001450,-1733796400,1744755050,-3808850
2018-01-10,001570,14912760,-61030505,46422745
2018-01-10,002380,1330213500,3376981500,-4471327000
2018-01-10,002790,-6063188500,7188089000,-1329943000
2018-01-10,003550,-208522300,-335454300,553442600
2018-01-10,003670,52983400,-308943950,198875900
2018-01-10,004020,5835171100,7552854700,-12636093800
2018-01-10,004170,2825837000,-833046500,-1244963000
2018-01-10,004990,-1479851000,3777822600,-2461325900
2018-01-10,005380,28721842000,4339079000,-32801390000
2018-01-10,005387,3708127000,-2023429000,-959681500
2018-01-10,005490,4081464000,-1232975000,-2172120000
2018-01-10,005830,-1653044200,5282822000,-3615124400
2018-01-10,005930,-259289438000,-82587286000,294186451000
2018-01-10,005935,-37776278000,-5075840000,34810416000
2018-01-10,006280,1117764000,876569000,-2021358500
2018-01-10,006400,-2674847000,-5179323000,8157421500
