종목코드,종목명,연도,분기,사용가능일,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,부채비율,영업이익률,순이익률,ROE,주식수,EPS,BPS
047050,포스코인터내셔널,2023,2Q,2023-08-15,8870945828000.0,357158778000.0,220515311000.0,17204394182000.0,10680157639000.0,6524236543000.0,163.69973051420064,4.0261634432787785,2.485815101068161,3.379940465779032,175922788.0,1253.4778098218862,37085.79551956623
047050,포스코인터내셔널,2023,3Q,2023-11-15,8045854935000.0,311745693000.0,195199124000.0,17300753932000.0,10715121640000.0,6585632292000.0,162.7045234975594,3.874612400030799,2.4260830648446188,2.9640149243850313,175922788.0,1109.5727064079954,37434.788107155284
047050,포스코인터내셔널,2023,4Q,2024-04-01,33132821374000.0,1163112035000.0,680419303000.0,16617748008000.0,9992986028000.0,6624761980000.0,150.8429443679424,3.5104527376974834,2.0536111166613145,10.270849051696798,175922788.0,3867.715551438396,37657.213458895385
047050,포스코인터내셔널,2024,1Q,2024-05-15,7760519871000.0,265404849000.0,182845110000.0,17030931335000.0,10339095485000.0,6691835850000.0,154.50312465449971,3.4199364657486617,2.356093574133701,2.7323609559251216,175922788.0,1039.3486374260963,38038.48225734122
047050,포스코인터내셔널,2024,2Q,2024-08-15,8282262877000.0,349695174000.0,189595251000.0,17210782621000.0,10217324351000.0,6993458270000.0,146.09831011403176,4.2222177585199585,2.2891720996505627,2.7110371389976136,175922788.0,1077.7185443423054,39752.99817326679
047050,포스코인터내셔널,2024,3Q,2024-11-15,8355839801000.0,357228310000.0,237522296000.0,17335248866000.0,10044244853000.0,7291004013000.0,137.76216327807418,4.275193379811423,2.8425903518587576,3.2577446888863757,175922788.0,1350.1508173005989,41444.340985546456
047050,포스코인터내셔널,2024,4Q,2025-04-01,32340793124000.0,1116921237000.0,503409725000.0,17336325971000.0,9986863050000.0,7349462921000.0,135.88561718522342,3.4535987807025554,1.5565781676096906,6.8496124194542345,175922788.0,2861.5378980919745,41776.639652845886
047050,포스코인터내셔널,2025,1Q,2025-05-15,8153705443000.0,270166466000.0,203776439000.0,17328145781000.0,10001258535000.0,7326887246000.0,136.50078401929866,3.3134194985169514,2.499188135069843,2.78121434325673,175922788.0,1158.3288402637183,41648.31247444759
047050,포스코인터내셔널,2025,2Q,2025-08-15,8144101621000.0,313699256000.0,90499820000.0,16955936282000.0,9685576998000.0,7270359284000.0,133.22005996753435,3.851858321501168,1.111231468019031,1.2447778227296753,175922788.0,514.42920515789,41326.98990650375
047050,포스코인터내셔널,2025,3Q,2025-11-15,8248268133000.0,315858181000.0,209727523000.0,17387534364000.0,9974761649000.0,7412772715000.0,134.56181691387525,3.8293878897595723,2.542685562814256,2.8292722718397822,175922788.0,1192.1566579538292,42136.512269234845
