날짜,종목코드,시가총액,상장주식수
2020-10-23,161390,4186977332200,123875069
2020-10-23,185750,1785252340000,10885685
2020-10-23,207940,42080940000000,66165000
2020-10-23,214370,643505700000,10743000
2020-10-23,241560,3223010686900,100249166
2020-10-23,251270,10902040426000,85842838
2020-10-23,267250,3602084676000,15798617
2020-10-23,267260,526288171000,36047135
2020-10-23,271560,4862944236000,39536132
2020-10-23,272210,1229068837350,110230389
2020-10-23,316140,6659308037260,722267683
2020-10-23,326030,12608433250000,78313250
2020-10-23,357780,1778958044200,7778566
2020-10-26,000100,3944551790000,66856810
2020-10-26,000150,761748793500,16523835
2020-10-26,000270,19437172488650,405363347
2020-10-26,000660,60569796768000,728002365
2020-10-26,000720,3491003232750,111355765
2020-10-26,000810,9167030959500,47374837
2020-10-26,000990,1378576157400,44398588
2020-10-26,001450,2342280000000,89400000
2020-10-26,001570,210990566650,44048135
2020-10-26,002380,1439608302000,8886471
2020-10-26,002790,3859042824000,82458180
2020-10-26,003550,12355090579600,172557131
2020-10-26,003670,4391151840000,60988220
2020-10-26,004020,4223559095250,133445785
2020-10-26,004170,2146249458000,9845181
2020-10-26,004990,3126295262600,104909237
2020-10-26,005380,36644094070500,213668187
2020-10-26,005387,3075723519300,36485451
2020-10-26,005490,19006730030000,87186835
2020-10-26,005830,3338220000000,70800000
2020-10-26,005930,360574866020000,5969782550
2020-10-26,005935,44024438450000,822886700
2020-10-26,006280,3137835453000,11686538
2020-10-26,006400,28709191275000,68764530
2020-10-26,006800,5536814780640,645316408
2020-10-26,007070,2644950000000,77000000
2020-10-26,008770,2998556444400,39248121
2020-10-26,008930,3888056676100,66011149
2020-10-26,009150,10419770592000,74693696
2020-10-26,009830,6730295323700,159864497
2020-10-26,010130,7132860000000,18870000
2020-10-26,010140,3244500000000,630000000
2020-10-26,010950,6541060215200,112582792
2020-10-26,011070,3609233817500,23667107
2020-10-26,011170,8174687431500,34275419
2020-10-26,011200,2881726168860,326726323
2020-10-26,012330,23145817989000,95054694
2020-10-26,012450,1346758000000,50630000
2020-10-26,015760,13384951005450,641964077
2020-10-26,017670,18894496374000,80745711
2020-10-26,018260,14082759600000,77377800
2020-10-26,021240,5416892034600,73799619
2020-10-26,024110,6293420347200,738664360
2020-10-26,028260,22052675558000,186887081
2020-10-26,029780,3487352619100,115858891
2020-10-26,030200,5992515993600,261111808
2020-10-26,032830,13100000000000,200000000
2020-10-26,033780,11573757497100,137292497
2020-10-26,034730,13825798360500,70360297
2020-10-26,035420,46240145692500,164263395
2020-10-26,035720,29077656360500,88247819
2020-10-26,036570,17475401512000,21954022
2020-10-26,042660,2428210282800,107205752
2020-10-26,047050,1721083328550,123375149
2020-10-26,047810,2212684928900,97475107
2020-10-26,051900,23661568455000,15618197
2020-10-26,051910,45602653578000,70592343
2020-10-26,052690,611520000000,38220000
2020-10-26,055550,15986505543250,516526835
2020-10-26,058470,1713242388000,15242370
2020-10-26,064350,1669877082900,109142293
2020-10-26,066570,14581020227400,163647814
2020-10-26,068270,32128509644000,134993738
2020-10-26,069960,1509457444500,23402441
2020-10-26,071050,3917537237600,55725992
2020-10-26,078930,3238100923300,92915378
2020-10-26,086790,9802903324300,300242062
2020-10-26,088350,1472158350000,868530000
2020-10-26,090430,9616421605000,58458490
2020-10-26,093370,785305825120,92606819
2020-10-26,096770,12159221666000,92465564
2020-10-26,097950,5585103006000,15054186
2020-10-26,105560,17630255808000,415807920
2020-10-26,111770,1318266173000,44311468
2020-10-26,120110,992821312000,26978840
2020-10-26,128940,3262754489500,11843029
2020-10-26,138040,1293208987100,134011294
2020-10-26,139480,4181372850000,27875819
2020-10-26,161390,4174589825300,123875069
2020-10-26,185750,1741709600000,10885685
2020-10-26,207940,41683950000000,66165000
2020-10-26,214370,634911300000,10743000
2020-10-26,241560,3097699229400,100249166
2020-10-26,251270,10429904817000,85842838
2020-10-26,267250,3554688825000,15798617
2020-10-26,267260,511869317000,36047135
2020-10-26,271560,4685031642000,39536132
2020-10-26,272210,1190488201200,110230389
2020-10-26,316140,6594303945790,722267683
2020-10-26,326030,12256023625000,78313250
2020-10-26,357780,1680170256000,7778566
2020-10-27,000100,3871009299000,66856810
2020-10-27,000150,760922601750,16523835
2020-10-27,000270,21443721056300,405363347
2020-10-27,000660,60132995349000,728002365
2020-10-27,000720,3418621985500,111355765
2020-10-27,000810,9072281285500,47374837
2020-10-27,000990,1400775451400,44398588
2020-10-27,001450,2221590000000,89400000
2020-10-27,001570,211431048000,44048135
2020-10-27,002380,1439608302000,8886471
2020-10-27,002790,3776584644000,82458180
2020-10-27,003550,12199789161700,172557131
2020-10-27,003670,4452140060000,60988220
2020-10-27,004020,3983356682250,133445785
2020-10-27,004170,2087178372000,9845181
2020-10-27,004990,3084331567800,104909237
2020-10-27,005380,36857762257500,213668187
2020-10-27,005387,3086669154600,36485451
2020-10-27,005490,19181103700000,87186835
2020-10-27,005830,3260340000000,70800000
2020-10-27,005930,356992996490000,5969782550
2020-10-27,005935,43942149780000,822886700
2020-10-27,006280,2991753728000,11686538
2020-10-27,006400,29568747900000,68764530
2020-10-27,006800,5452923647600,645316408
2020-10-27,007070,2641100000000,77000000
2020-10-27,008770,2955383511300,39248121
2020-10-27,008930,3775837722800,66011149
2020-10-27,009150,10531811136000,74693696
2020-10-27,009830,7058017542550,159864497
2020-10-27,010130,7132860000000,18870000
2020-10-27,010140,3213000000000,630000000
2020-10-27,010950,6417219144000,112582792
2020-10-27,011070,3668401585000,23667107
2020-10-27,011170,7917621789000,34275419
2020-10-27,011200,2894795221780,326726323
2020-10-27,012330,23240872683000,95054694
2020-10-27,012450,1313848500000,50630000
2020-10-27,015760,13224459986200,641964077
2020-10-27,017670,18773377807500,80745711
2020-10-27,018260,14005381800000,77377800
2020-10-27,021240,5335712453700,73799619
2020-10-27,024110,6160460762400,738664360
2020-10-27,028260,21585457855500,186887081
2020-10-27,029780,3441009062700,115858891
2020-10-27,030200,5992515993600,261111808
2020-10-27,032830,13280000000000,200000000
2020-10-27,033780,11436465000100,137292497
2020-10-27,034730,13579537321000,70360297
2020-10-27,035420,46568672482500,164263395
2020-10-27,035720,29474771546000,88247819
2020-10-27,036570,17168045204000,21954022
2020-10-27,042660,2385327982000,107205752
2020-10-27,047050,1684070783850,123375149
2020-10-27,047810,2183442396800,97475107
2020-10-27,051900,24098877971000,15618197
2020-10-27,051910,44614360776000,70592343
2020-10-27,052690,609609000000,38220000
2020-10-27,055550,15599110417000,516526835
2020-10-27,058470,1736105943000,15242370
2020-10-27,064350,1653505738950,109142293
2020-10-27,066570,14630114571600,163647814
2020-10-27,068270,32263503382000,134993738
2020-10-27,069960,1434569633300,23402441
2020-10-27,071050,3939827634400,55725992
2020-10-27,078930,3121956700800,92915378
2020-10-27,086790,9337528128200,300242062
2020-10-27,088350,1380962700000,868530000
2020-10-27,090430,9411816890000,58458490
2020-10-27,093370,786231893310,92606819
2020-10-27,096770,12159221666000,92465564
2020-10-27,097950,5464669518000,15054186
2020-10-27,105560,17359980660000,415807920
2020-10-27,111770,1291679292200,44311468
2020-10-27,120110,987425544000,26978840
2020-10-27,128940,3209460859000,11843029
2020-10-27,138040,1269086954180,134011294
2020-10-27,139480,4125621212000,27875819
2020-10-27,161390,4112652290800,123875069
2020-10-27,185750,1665509805000,10885685
2020-10-27,207940,42014775000000,66165000
2020-10-27,214370,644580000000,10743000
2020-10-27,241560,2922263188900,100249166
2020-10-27,251270,10515747655000,85842838
2020-10-27,267250,3515192282500,15798617
2020-10-27,267260,506462246750,36047135
2020-10-27,271560,4586191312000,39536132
2020-10-27,272210,1179465162300,110230389
2020-10-27,316140,6377623640890,722267683
2020-10-27,326030,12256023625000,78313250
2020-10-27,357780,1693393818200,7778566
2020-10-28,000100,4044837005000,66856810
2020-10-28,000150,773315478000,16523835
2020-10-28,000270,21808548068600,405363347
2020-10-28,000660,60351396058500,728002365
2020-10-28,000720,3440893138500,111355765
2020-10-28,000810,9001219030000,47374837
2020-10-28,000990,1449613898200,44398588
2020-10-28,001450,2217120000000,89400000
2020-10-28,001570,211431048000,44048135
2020-10-28,002380,1421835360000,8886471
2020-10-28,002790,3747724281000,82458180
2020-10-28,003550,12424113432000,172557131
2020-10-28,003670,4610709432000,60988220
2020-10-28,004020,4016718128500,133445785
2020-10-28,004170,2097023553000,9845181
2020-10-28,004990,3084331567800,104909237
2020-10-28,005380,37071430444500,213668187
2020-10-28,005387,3079372064400,36485451
2020-10-28,005490,18832356360000,87186835
2020-10-28,005830,3274500000000,70800000
2020-10-28,005930,352217170450000,5969782550
2020-10-28,005935,43530706430000,822886700
2020-10-28,006280,3155365260000,11686538
2020-10-28,006400,29568747900000,68764530
2020-10-28,006800,5491642632080,645316408
2020-10-28,007070,2614150000000,77000000
2020-10-28,008770,2971082759700,39248121
2020-10-28,008930,3762635493000,66011149
2020-10-28,009150,10382423744000,74693696
2020-10-28,009830,7353766862000,159864497
2020-10-28,010130,7180035000000,18870000
2020-10-28,010140,3219300000000,630000000
2020-10-28,010950,6405960864800,112582792
2020-10-28,011070,3834071334000,23667107
2020-10-28,011170,8448890783500,34275419
2020-10-28,011200,3087563752350,326726323
2020-10-28,012330,24001310235000,95054694
2020-10-28,012450,1323974500000,50630000
2020-10-28,015760,13192361782350,641964077
2020-10-28,017670,18531140674500,80745711
2020-10-28,018260,13657181700000,77377800
2020-10-28,021240,5298812644200,73799619
2020-10-28,024110,6226940554800,738664360
2020-10-28,028260,21118240153000,186887081
2020-10-28,029780,3510524397300,115858891
2020-10-28,030200,5966404812800,261111808
2020-10-28,032830,13160000000000,200000000
2020-10-28,033780,11395277251000,137292497
2020-10-28,034730,13509177024000,70360297
2020-10-28,035420,49032623407500,164263395
2020-10-28,035720,30577869283500,88247819
2020-10-28,036570,17607125644000,21954022
2020-10-28,042660,2390688269600,107205752
2020-10-28,047050,1702577056200,123375149
2020-10-28,047810,2188316152150,97475107
2020-10-28,051900,23802132228000,15618197
2020-10-28,051910,45320284206000,70592343
2020-10-28,052690,611520000000,38220000
2020-10-28,055550,16270595302500,516526835
2020-10-28,058470,1868714562000,15242370
2020-10-28,064350,1669877082900,109142293
2020-10-28,066570,14728303260000,163647814
2020-10-28,068270,32735981465000,134993738
2020-10-28,069960,1460312318400,23402441
2020-10-28,071050,4028989221600,55725992
2020-10-28,078930,3210226309900,92915378
2020-10-28,086790,9427600746800,300242062
2020-10-28,088350,1380962700000,868530000
2020-10-28,090430,9411816890000,58458490
2020-10-28,093370,853834871180,92606819
2020-10-28,096770,12159221666000,92465564
2020-10-28,097950,5539940448000,15054186
2020-10-28,105560,17484723036000,415807920
2020-10-28,111770,1360362067600,44311468
2020-10-28,120110,1006310732000,26978840
2020-10-28,128940,3239068431500,11843029
2020-10-28,138040,1285168309460,134011294
2020-10-28,139480,4139559121500,27875819
2020-10-28,161390,4075489770100,123875069
2020-10-28,185750,1703609702500,10885685
2020-10-28,207940,42147105000000,66165000
2020-10-28,214370,649951500000,10743000
2020-10-28,241560,2947325480400,100249166
2020-10-28,251270,10816197588000,85842838
2020-10-28,267250,3523091591000,15798617
2020-10-28,267260,540707025000,36047135
2020-10-28,271560,4566423246000,39536132
2020-10-28,272210,1195999720650,110230389
2020-10-28,316140,6543745207980,722267683
2020-10-28,326030,12295180250000,78313250
2020-10-28,357780,1709728806800,7778566
2020-10-29,000100,4091636772000,66856810
2020-10-29,000150,774141669750,16523835
2020-10-29,000270,21484257391000,405363347
2020-10-29,000660,59477793220500,728002365
2020-10-29,000720,3374079679500,111355765
2020-10-29,000810,8788032263500,47374837
2020-10-29,000990,1482912839200,44398588
2020-10-29,001450,2199240000000,89400000
2020-10-29,001570,211871529350,44048135
2020-10-29,002380,1386289476000,8886471
2020-10-29,002790,3747724281000,82458180
2020-10-29,003550,12130766309300,172557131
2020-10-29,003670,4586314144000,60988220
2020-10-29,004020,3936650657500,133445785
2020-10-29,004170,2072410600500,9845181
2020-10-29,004990,3031876949300,104909237
2020-10-29,005380,36323591790000,213668187
2020-10-29,005387,3002752617300,36485451
2020-10-29,005490,18483609020000,87186835
2020-10-29,005830,3200160000000,70800000
2020-10-29,005930,346844366155000,5969782550
2020-10-29,005935,42543242390000,822886700
2020-10-29,006280,3406625827000,11686538
2020-10-29,006400,29671894695000,68764530
2020-10-29,006800,5504548960240,645316408
2020-10-29,007070,2533300000000,77000000
2020-10-29,008770,2951458699200,39248121
2020-10-29,008930,3670219884400,66011149
2020-10-29,009150,10307730048000,74693696
2020-10-29,009830,7297814288050,159864497
2020-10-29,010130,7198905000000,18870000
2020-10-29,010140,3181500000000,630000000
2020-10-29,010950,6259603235200,112582792
2020-10-29,011070,3739402906000,23667107
2020-10-29,011170,8191825141000,34275419
2020-10-29,011200,3100632805270,326726323
2020-10-29,012330,22623017172000,95054694
2020-10-29,012450,1296128000000,50630000
2020-10-29,015760,13031870763100,641964077
2020-10-29,017670,17965920697500,80745711
2020-10-29,018260,13231603800000,77377800
2020-10-29,021240,5180733253800,73799619
2020-10-29,024110,6145687475200,738664360
2020-10-29,028260,20744465991000,186887081
2020-10-29,029780,3487352619100,115858891
2020-10-29,030200,5901126860800,261111808
2020-10-29,032830,12780000000000,200000000
2020-10-29,033780,11285443253400,137292497
2020-10-29,034730,13227735836000,70360297
2020-10-29,035420,49032623407500,164263395
2020-10-29,035720,30269001917000,88247819
2020-10-29,036570,17848619886000,21954022
2020-10-29,042660,2331725106000,107205752
2020-10-29,047050,1671733268950,123375149
2020-10-29,047810,2159073620050,97475107
2020-10-29,051900,23536622879000,15618197
2020-10-29,051910,45955615293000,70592343
2020-10-29,052690,603876000000,38220000
2020-10-29,055550,16244768960750,516526835
2020-10-29,058470,1905296250000,15242370
2020-10-29,064350,1648048624300,109142293
2020-10-29,066570,14270089380800,163647814
2020-10-29,068270,34153415714000,134993738
2020-10-29,069960,1427548901000,23402441
2020-10-29,071050,3978835828800,55725992
2020-10-29,078930,3140539776400,92915378
2020-10-29,086790,9247455509600,300242062
2020-10-29,088350,1359249450000,868530000
2020-10-29,090430,9645650850000,58458490
2020-10-29,093370,851982734800,92606819
2020-10-29,096770,11974290538000,92465564
2020-10-29,097950,5554994634000,15054186
2020-10-29,105560,17048124720000,415807920
2020-10-29,111770,1298326012400,44311468
2020-10-29,120110,979331892000,26978840
2020-10-29,128940,3197617830000,11843029
2020-10-29,138040,1273107293000,134011294
2020-10-29,139480,4000180026500,27875819
2020-10-29,161390,4087877277000,123875069
2020-10-29,185750,1730823915000,10885685
2020-10-29,207940,46117005000000,66165000
2020-10-29,214370,654248700000,10743000
2020-10-29,241560,2842063856100,100249166
2020-10-29,251270,10601590493000,85842838
2020-10-29,267250,3451997814500,15798617
2020-10-29,267260,565940019500,36047135
2020-10-29,271560,4586191312000,39536132
2020-10-29,272210,1184976681750,110230389
2020-10-29,316140,6507631823830,722267683
2020-10-29,326030,12177710375000,78313250
2020-10-29,357780,1713618089800,7778566
2020-10-30,000100,3977980195000,66856810
2020-10-30,000150,770010711000,16523835
2020-10-30,000270,20470849023500,405363347
2020-10-30,000660,58167388963500,728002365
2020-10-30,000720,3413054197250,111355765
2020-10-30,000810,8480095823000,47374837
2020-10-30,000990,1418534886600,44398588
2020-10-30,001450,2083020000000,89400000
2020-10-30,001570,209669122600,44048135
2020-10-30,002380,1359630063000,8886471
2020-10-30,002790,3591053739000,82458180
2020-10-30,003550,11699373481800,172557131
2020-10-30,003670,4494831814000,60988220
2020-10-30,004020,3856583186500,133445785
2020-10-30,004170,2042875057500,9845181
2020-10-30,004990,2979422330800,104909237
2020-10-30,005380,35148416761500,213668187
2020-10-30,005387,2915187534900,36485451
2020-10-30,005490,18134861680000,87186835
2020-10-30,005830,3132900000000,70800000
2020-10-30,005930,337889692330000,5969782550
2020-10-30,005935,41226623670000,822886700
2020-10-30,006280,3505961400000,11686538
2020-10-30,006400,30393922260000,68764530
2020-10-30,006800,5401298334960,645316408
2020-10-30,007070,2471700000000,77000000
2020-10-30,008770,2912210578200,39248121
2020-10-30,008930,3511793126800,66011149
2020-10-30,009150,9971608416000,74693696
2020-10-30,009830,6986078518900,159864497
2020-10-30,010130,7217775000000,18870000
2020-10-30,010140,3181500000000,630000000
2020-10-30,010950,6113245605600,112582792
2020-10-30,011070,3597400264000,23667107
2020-10-30,011170,7986172627000,34275419
2020-10-30,011200,2930735117310,326726323
2020-10-30,012330,21434833497000,95054694
2020-10-30,012450,1270813000000,50630000
2020-10-30,015760,12807183336150,641964077
2020-10-30,017670,17279582154000,80745711
2020-10-30,018260,13038159300000,77377800
2020-10-30,021240,5121693558600,73799619
2020-10-30,024110,6034887821200,738664360
2020-10-30,028260,20651022450500,186887081
2020-10-30,029780,3406251395400,115858891
2020-10-30,030200,5770570956800,261111808
2020-10-30,032830,12640000000000,200000000
2020-10-30,033780,11120692257000,137292497
2020-10-30,034730,12840754202500,70360297
2020-10-30,035420,47636384550000,164263395
2020-10-30,035720,29121780270000,88247819
2020-10-30,036570,17036321072000,21954022
2020-10-30,042660,2288842805200,107205752
2020-10-30,047050,1640889481700,123375149
2020-10-30,047810,2124957332600,97475107
2020-10-30,051900,23427295500000,15618197
2020-10-30,051910,43131921573000,70592343
2020-10-30,052690,594321000000,38220000
2020-10-30,055550,15676589442250,516526835
2020-10-30,058470,1851947955000,15242370
2020-10-30,064350,1626220165700,109142293
2020-10-30,066570,13746416376000,163647814
2020-10-30,068270,32533490858000,134993738
2020-10-30,069960,1385424507200,23402441
2020-10-30,071050,3822803051200,55725992
2020-10-30,078930,3066207474000,92915378
2020-10-30,086790,9127358684800,300242062
2020-10-30,088350,1333193550000,868530000
2020-10-30,090430,9236441420000,58458490
2020-10-30,093370,825126757290,92606819
2020-10-30,096770,11604428282000,92465564
2020-10-30,097950,5434561146000,15054186
2020-10-30,105560,16673897592000,415807920
2020-10-30,111770,1258445691200,44311468
2020-10-30,120110,955050936000,26978840
2020-10-30,128940,3108795112500,11843029
2020-10-30,138040,1262386389480,134011294
2020-10-30,139480,3958366298000,27875819
2020-10-30,161390,3920645933850,123875069
2020-10-30,185750,1660066962500,10885685
2020-10-30,207940,45124530000000,66165000
2020-10-30,214370,642431400000,10743000
2020-10-30,241560,2892188439100,100249166
2020-10-30,251270,10043612046000,85842838
2020-10-30,267250,3388803346500,15798617
2020-10-30,267260,540707025000,36047135
2020-10-30,271560,4289670322000,39536132
2020-10-30,272210,1157419084500,110230389
2020-10-30,316140,6420959701870,722267683
2020-10-30,326030,12490963375000,78313250
2020-10-30,357780,1691060248400,7778566
2020-11-02,000100,4058208367000,66856810
2020-11-02,000150,782403587250,16523835
2020-11-02,000270,20876212370500,405363347
2020-11-02,000660,57948988254000,728002365
2020-11-02,000720,3424189773750,111355765
2020-11-02,000810,8788032263500,47374837
2020-11-02,000990,1425194674800,44398588
2020-11-02,001450,2136660000000,89400000
2020-11-02,001570,211210807325,44048135
2020-11-02,002380,1408505653500,8886471
2020-11-02,002790,3611668284000,82458180
2020-11-02,003550,11820163473500,172557131
2020-11-02,003670,4592412966000,60988220
2020-11-02,004020,4030062707000,133445785
2020-11-02,004170,2057642829000,9845181
2020-11-02,004990,3021386025600,104909237
2020-11-02,005380,36430425883500,213668187
2020-11-02,005387,2980861346700,36485451
2020-11-02,005490,18832356360000,87186835
2020-11-02,005830,3193080000000,70800000
2020-11-02,005930,342665518370000,5969782550
2020-11-02,005935,42131799040000,822886700
2020-11-02,006280,3523491207000,11686538
2020-11-02,006400,30256393200000,68764530
2020-11-02,006800,5581986929200,645316408
2020-11-02,007070,2514050000000,77000000
2020-11-02,008770,2939684262900,39248121
2020-11-02,008930,3551399816200,66011149
2020-11-02,009150,10008955264000,74693696
2020-11-02,009830,7473665234750,159864497
2020-11-02,010130,7246080000000,18870000
2020-11-02,010140,3187800000000,630000000
2020-11-02,010950,6192053560000,112582792
2020-11-02,011070,3573733157000,23667107
2020-11-02,011170,8071861174500,34275419
2020-11-02,011200,3028753014210,326726323
2020-11-02,012330,21529888191000,95054694
2020-11-02,012450,1286002000000,50630000
2020-11-02,015760,13063968966950,641964077
2020-11-02,017670,17360327865000,80745711
2020-11-02,018260,13192914900000,77377800
2020-11-02,021240,5225013025200,73799619
2020-11-02,024110,6234327198400,738664360
2020-11-02,028260,20931353072000,186887081
2020-11-02,029780,3620590343750,115858891
2020-11-02,030200,5835848908800,261111808
2020-11-02,032830,12800000000000,200000000
2020-11-02,033780,11354089501900,137292497
2020-11-02,034730,12875934351000,70360297
2020-11-02,035420,46897199272500,164263395
2020-11-02,035720,29518895455500,88247819
2020-11-02,036570,17080229116000,21954022
2020-11-02,042660,2294203092800,107205752
2020-11-02,047050,1640889481700,123375149
2020-11-02,047810,2129831087950,97475107
2020-11-02,051900,23911459607000,15618197
2020-11-02,051910,43979029689000,70592343
2020-11-02,052690,596232000000,38220000
2020-11-02,055550,16399727011250,516526835
2020-11-02,058470,1853472192000,15242370
2020-11-02,064350,1642591509650,109142293
2020-11-02,066570,13991888097000,163647814
2020-11-02,068270,33005968941000,134993738
2020-11-02,069960,1439250121500,23402441
2020-11-02,071050,3884101642400,55725992
2020-11-02,078930,3080144780700,92915378
2020-11-02,086790,9682806499500,300242062
2020-11-02,088350,1354906800000,868530000
2020-11-02,090430,9265670665000,58458490
2020-11-02,093370,832535302810,92606819
2020-11-02,096770,11327031590000,92465564
2020-11-02,097950,5396925681000,15054186
2020-11-02,105560,17463932640000,415807920
2020-11-02,111770,1240721104000,44311468
2020-11-02,120110,969889298000,26978840
2020-11-02,128940,3185774801000,11843029
2020-11-02,138040,1293208987100,134011294
2020-11-02,139480,4097745393000,27875819
2020-11-02,161390,4081683523550,123875069
2020-11-02,185750,1627409907500,10885685
2020-11-02,207940,46183170000000,66165000
2020-11-02,214370,647802900000,10743000
2020-11-02,241560,3152836270700,100249166
2020-11-02,251270,10386983398000,85842838
2020-11-02,267250,3467796431500,15798617
2020-11-02,267260,569544733000,36047135
2020-11-02,271560,4388510652000,39536132
2020-11-02,272210,1173953642850,110230389
2020-11-02,316140,6666530714090,722267683
2020-11-02,326030,12412650125000,78313250
2020-11-02,357780,1697283101200,7778566
2020-11-03,000100,4211979030000,66856810
2020-11-03,000150,778272628500,16523835
2020-11-03,000270,20673530697000,405363347
2020-11-03,000660,59259392511000,728002365
2020-11-03,000720,3468732079750,111355765
2020-11-03,000810,8859094519000,47374837
2020-11-03,000990,1460713545200,44398588
2020-11-03,001450,2230530000000,89400000
2020-11-03,001570,219139471625,44048135
2020-11-03,002380,1430721831000,8886471
2020-11-03,002790,3727109736000,82458180
2020-11-03,003550,12182533448600,172557131
2020-11-03,003670,4763179982000,60988220
2020-11-03,004020,4063424153250,133445785
2020-11-03,004170,2077333191000,9845181
2020-11-03,004990,3068595182250,104909237
2020-11-03,005380,36430425883500,213668187
2020-11-03,005387,2980861346700,36485451
2020-11-03,005490,19224697117500,87186835
2020-11-03,005830,3281580000000,70800000
2020-11-03,005930,351023213940000,5969782550
2020-11-03,005935,42954685740000,822886700
2020-11-03,006280,4417511364000,11686538
2020-11-03,006400,31597301535000,68764530
2020-11-03,006800,5659424898160,645316408
2020-11-03,007070,2533300000000,77000000
2020-11-03,008770,2978932383900,39248121
2020-11-03,008930,3657017654600,66011149
2020-11-03,009150,10195689504000,74693696
2020-11-03,009830,7489651684450,159864497
2020-11-03,010130,7340430000000,18870000
2020-11-03,010140,3200400000000,630000000
2020-11-03,010950,6394702585600,112582792
2020-11-03,011070,3597400264000,23667107
2020-11-03,011170,8517441621500,34275419
2020-11-03,011200,3038554803900,326726323
2020-11-03,012330,21482360844000,95054694
2020-11-03,012450,1303722500000,50630000
2020-11-03,015760,13128165374650,641964077
2020-11-03,017670,17683310709000,80745711
2020-11-03,018260,13463737200000,77377800
2020-11-03,021240,5165973330000,73799619
2020-11-03,024110,6278647060000,738664360
2020-11-03,028260,21024796612500,186887081
2020-11-03,029780,3620590343750,115858891
2020-11-03,030200,5914182451200,261111808
2020-11-03,032830,12800000000000,200000000
2020-11-03,033780,11450194249800,137292497
2020-11-03,034730,13087015242000,70360297
2020-11-03,035420,46486540785000,164263395
2020-11-03,035720,29695391093500,88247819
2020-11-03,036570,17168045204000,21954022
2020-11-03,042660,2321004530800,107205752
2020-11-03,047050,1665564511500,123375149
2020-11-03,047810,2159073620050,97475107
2020-11-03,051900,23692804849000,15618197
2020-11-03,051910,46308577008000,70592343
2020-11-03,052690,603876000000,38220000
2020-11-03,055550,16528858720000,516526835
2020-11-03,058470,1854996429000,15242370
2020-11-03,064350,1675334197550,109142293
2020-11-03,066570,14122806348200,163647814
2020-11-03,068270,34963378142000,134993738
2020-11-03,069960,1453291586100,23402441
2020-11-03,071050,3978835828800,55725992
2020-11-03,078930,3182351696500,92915378
2020-11-03,086790,9862951736700,300242062
2020-11-03,088350,1407018600000,868530000
2020-11-03,090430,9470275380000,58458490
2020-11-03,093370,859391280320,92606819
2020-11-03,096770,12159221666000,92465564
2020-11-03,097950,5464669518000,15054186
2020-11-03,105560,17734207788000,415807920
2020-11-03,111770,1265092411400,44311468
2020-11-03,120110,986076602000,26978840
2020-11-03,128940,3345655692500,11843029
2020-11-03,138040,1302589777680,134011294
2020-11-03,139480,4125621212000,27875819
2020-11-03,161390,3889677166600,123875069
2020-11-03,185750,1785252340000,10885685
2020-11-03,207940,46249335000000,66165000
2020-11-03,214370,652100100000,10743000
2020-11-03,241560,3157848729000,100249166
2020-11-03,251270,10472826236000,85842838
2020-11-03,267250,3515192282500,15798617
2020-11-03,267260,565940019500,36047135
2020-11-03,271560,4467582916000,39536132
2020-11-03,272210,1184976681750,110230389
2020-11-03,316140,6724312128730,722267683
2020-11-03,326030,12451806750000,78313250
2020-11-03,357780,1727619508600,7778566
2020-11-04,000100,4285521521000,66856810
2020-11-04,000150,767532135750,16523835
2020-11-04,000270,20876212370500,405363347
2020-11-04,000660,60569796768000,728002365
2020-11-04,000720,3513274385750,111355765
2020-11-04,000810,8669595171000,47374837
2020-11-04,000990,1576149874000,44398588
2020-11-04,001450,2154540000000,89400000
2020-11-04,001570,219579952975,44048135
2020-11-04,002380,1426278595500,8886471
2020-11-04,002790,3751847190000,82458180
2020-11-04,003550,12217044874800,172557131
2020-11-04,003670,4775377626000,60988220
2020-11-04,004020,3970012103750,133445785
2020-11-04,004170,2087178372000,9845181
2020-11-04,004990,3079086105950,104909237
2020-11-04,005380,36644094070500,213668187
2020-11-04,005387,2980861346700,36485451
2020-11-04,005490,19093916865000,87186835
2020-11-04,005830,3221400000000,70800000
2020-11-04,005930,349232279175000,5969782550
2020-11-04,005935,42954685740000,822886700
2020-11-04,006280,4470100785000,11686538
2020-11-04,006400,31597301535000,68764530
2020-11-04,006800,5685237554480,645316408
2020-11-04,007070,2537150000000,77000000
2020-11-04,008770,2955383511300,39248121
2020-11-04,008930,3736231033400,66011149
2020-11-04,009150,10382423744000,74693696
2020-11-04,009830,6826214021900,159864497
2020-11-04,010130,7312125000000,18870000
2020-11-04,010140,3244500000000,630000000
2020-11-04,010950,6349669468800,112582792
2020-11-04,011070,3680235138500,23667107
2020-11-04,011170,8226100560000,34275419
2020-11-04,011200,3084296489120,326726323
2020-11-04,012330,21529888191000,95054694
2020-11-04,012450,1293596500000,50630000
2020-11-04,015760,13031870763100,641964077
2020-11-04,017670,17642937853500,80745711
2020-11-04,018260,13502426100000,77377800
2020-11-04,021240,5180733253800,73799619
2020-11-04,024110,6241713842000,738664360
2020-11-04,028260,21305127234000,186887081
2020-11-04,029780,3609004454650,115858891
2020-11-04,030200,5966404812800,261111808
2020-11-04,032830,12700000000000,200000000
2020-11-04,033780,11436465000100,137292497
2020-11-04,034730,13122195390500,70360297
2020-11-04,035420,49032623407500,164263395
2020-11-04,035720,31725090930500,88247819
