Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
028740,경성전기,KOSPI,주권,,1956-03-03,1961-06-30,상장폐지유예기간종료,,,,,,,
028730,남선전기,KOSPI,주권,,1956-03-03,1961-06-30,상장폐지유예기간종료,,,,,,,
034380,조선맥주,KOSPI,주권,,1956-10-01,1960-11-26,상장폐지유예기간종료,,,,,,,
028720,수도극장,KOSPI,주권,,1957-07-01,1960-11-21,상장폐지유예기간종료,,,,,,,
028750,한국운수,KOSPI,주권,,1956-03-03,1962-01-04,상장폐지유예기간종료,,,,,,,
028760,한국유리,KOSPI,주권,,1968-02-01,1968-04-01,상장폐지유예기간종료,,,,,,,
028770,인천중공업,KOSPI,주권,,1966-03-18,1970-04-01,상장폐지유예기간종료,,,,,,,
028780,국제관광공사,KOSPI,주권,,1966-03-18,1973-03-20,상장폐지유예기간종료,,,,,,,
028790,호남비료,KOSPI,주권,,1966-03-18,1973-03-20,상장폐지유예기간종료,,,,,,,
003305,한일시멘트우,KOSPI,주권,,1969-11-20,1975-03-17,,,,,,,,
028830,제일스레트공업,KOSPI,주권,,1970-02-20,1975-06-02,해산 사유 발생,,,,,,,
028820,한국증권금융,KOSPI,주권,,1956-03-03,1974-11-15,상장폐지유예기간종료,,,,,,,
028810,한국증권거래소,KOSPI,주권,,1956-03-03,1974-06-29,상장폐지유예기간종료,,,,,,,
028845,금성유업우,KOSPI,주권,,1975-07-11,1976-01-19,,,,,,,,
003095,대웅우,KOSPI,주권,,1974-01-29,1976-04-19,,,,,,,,
001445,대한전선우,KOSPI,주권,,1970-06-30,1976-04-19,,,,,,,,
000645,동아제약우,KOSPI,주권,,1970-02-10,1976-04-22,,,,,,,,
002085,벽산개발우,KOSPI,주권,,1976-05-26,1976-10-23,,,,,,,,
029055,서통화학우,KOSPI,주권,,1974-03-11,1976-04-10,,,,,,,,
001805,오리온우,KOSPI,주권,,1975-06-27,1976-01-01,,,,,,,,
000935,한화기계우,KOSPI,주권,,1973-08-08,1976-04-01,,,,,,,,
028850,동성판유리,KOSPI,주권,,1972-05-17,1976-05-14,해산 사유 발생,,,,,,,
028857,동성판유리2우,KOSPI,주권,,1972-05-17,1976-05-14,종목별 상장폐지신청,,,,,,,
028857,동성판유리2우,KOSPI,주권,,1972-05-17,1976-05-14,해산 사유 발생,,,,,,,
028859,동성판유리3우,KOSPI,주권,,1972-05-17,1976-05-14,해산 사유 발생,,,,,,,
028859,동성판유리3우,KOSPI,주권,,1972-05-17,1976-05-14,종목별 상장폐지신청,,,,,,,
028855,동성판유리우,KOSPI,주권,,1972-05-17,1976-05-14,종목별 상장폐지신청,,,,,,,
028855,동성판유리우,KOSPI,주권,,1972-05-17,1976-05-14,해산 사유 발생,,,,,,,
028840,금성유업,KOSPI,주권,,1975-07-11,1976-04-13,해산 사유 발생,,,,,,,
028345,일신제강우,KOSPI,주권,,1975-03-03,1979-04-16,,,,,,,,
028910,극동필트론,KOSPI,주권,,1976-12-28,1979-11-17,해산 사유 발생,,,,,,,
028915,극동필트론우,KOSPI,주권,,1976-12-28,1979-11-17,종목별 상장폐지신청,,,,,,,
028890,대한염업,KOSPI,주권,,1966-03-18,1979-07-21,상장폐지유예기간종료,,,,,,,
028860,문화방송,KOSPI,주권,,1968-12-27,1979-07-21,상장폐지유예기간종료,,,,,,,
028870,신진자동차판매,KOSPI,주권,,1968-12-27,1979-07-21,상장폐지유예기간종료,,,,,,,
028875,신진자동차판매우,KOSPI,주권,,1970-12-18,1979-07-21,상장폐지유예기간종료,,,,,,,
028875,신진자동차판매우,KOSPI,주권,,1970-12-18,1979-07-21,종목별 상장폐지신청,,,,,,,
028880,한독맥주,KOSPI,주권,,1975-04-09,1979-07-21,상장폐지유예기간종료,,,,,,,
028900,해외섬유,KOSPI,주권,,1975-12-27,1979-07-21,상장폐지유예기간종료,,,,,,,
028905,해외섬유우,KOSPI,주권,,1975-12-27,1979-07-21,종목별 상장폐지신청,,,,,,,
028905,해외섬유우,KOSPI,주권,,1975-12-27,1979-07-21,상장폐지유예기간종료,,,,,,,
001575,금양우,KOSPI,주권,,1976-12-17,1980-03-20,,,,,,,,
003815,대우우,KOSPI,주권,,1977-06-30,1981-03-31,,,,,,,,
002905,동양물산기업우,KOSPI,주권,,1979-11-26,1980-03-17,,,,,,,,
004335,진영산업우,KOSPI,주권,,1976-12-28,1980-11-27,,,,,,,,
029040,대우실업,KOSPI,주권,,1973-08-10,1981-12-31,해산 사유 발생,,,,,,,
029030,대한종합건설,KOSPI,주권,,1978-11-25,1981-11-28,해산 사유 발생,,,,,,,
029035,대한종합건설우,KOSPI,주권,,1978-11-25,1981-11-28,종목별 상장폐지신청,,,,,,,
029020,코오롱포리에스타,KOSPI,주권,,1975-06-23,1981-11-21,해산 사유 발생,,,,,,,
029010,옥포기업,KOSPI,주권,,1977-06-15,1981-06-26,해산 사유 발생,,,,,,,
029000,건설산업,KOSPI,주권,,1977-06-30,1981-06-24,상장폐지유예기간종료,1981-06-08,1981-06-23,,,,,
029005,건설산업우,KOSPI,주권,,1977-06-30,1981-06-24,상장폐지유예기간종료,1981-06-08,1981-06-23,,,,,
028990,새한상사,KOSPI,주권,,1973-05-30,1981-06-24,상장폐지유예기간종료,1981-06-08,1981-06-23,,,,,
028980,신승기업,KOSPI,주권,,1978-02-08,1981-06-24,상장폐지유예기간종료,1981-06-08,1981-06-23,,,,,
028985,신승기업우,KOSPI,주권,,1978-02-08,1981-06-24,상장폐지유예기간종료,1981-06-08,1981-06-23,,,,,
028970,금강산업,KOSPI,주권,,1978-03-16,1981-01-24,상장폐지유예기간종료,1981-01-08,1981-01-23,,,,,
028975,금강산업우,KOSPI,주권,,1978-03-16,1981-01-24,상장폐지유예기간종료,1981-01-08,1981-01-23,,,,,
028950,삼화프라스틱,KOSPI,주권,,1975-05-16,1981-01-24,상장폐지유예기간종료,1981-01-08,1981-01-23,,,,,
028960,옥전산업,KOSPI,주권,,1977-12-23,1981-01-24,상장폐지유예기간종료,1981-01-08,1981-01-23,,,,,
028965,옥전산업우,KOSPI,주권,,1977-12-23,1981-01-24,상장폐지유예기간종료,1981-01-08,1981-01-23,,,,,
028940,대협,KOSPI,주권,,1977-06-25,1980-12-26,영업활동정지 6월 계속,,,,,,,
028930,금성산업,KOSPI,주권,,1976-12-28,1980-04-19,상장폐지유예기간종료,,,,,,,
028935,금성산업우,KOSPI,주권,,1976-12-28,1980-04-19,상장폐지유예기간종료,,,,,,,
028920,대진해운,KOSPI,주권,,1974-02-21,1980-04-19,상장폐지유예기간종료,,,,,,,
002695,동일제강우,KOSPI,주권,,1975-12-26,1980-04-19,상장폐지유예기간종료,,,,,,002690,동일제강
001355,대한모방우,KOSPI,주권,,1977-06-30,1983-04-09,,,,,,,,
005035,부산주공우,KOSPI,주권,,1975-12-26,1982-03-12,,,,,,,,
004235,세신우,KOSPI,주권,,1978-07-28,1982-04-12,,,,,,,,
028645,풍진우,KOSPI,주권,,1976-12-28,1982-09-22,,,,,,,,
028370,대망,KOSPI,주권,,1975-05-09,1983-11-10,상장폐지유예기간종료,1983-10-25,1983-11-09,,,,,
028375,대망우,KOSPI,주권,,1975-05-09,1983-11-10,상장폐지유예기간종료,1983-10-25,1983-11-09,,,,,
028350,새서울상사,KOSPI,주권,,1977-06-11,1983-06-15,상장폐지유예기간종료,1983-05-28,1983-06-14,,,,,
028355,새서울상사우,KOSPI,주권,,1977-06-11,1983-06-15,상장폐지유예기간종료,1983-05-28,1983-06-14,,,,,
031060,일신,KOSPI,주권,,1976-10-13,1983-06-15,상장폐지유예기간종료,1983-05-28,1983-06-14,,,,,
029140,태창목재공업,KOSPI,주권,,1975-12-27,1983-06-15,상장폐지유예기간종료,1983-05-28,1983-06-14,,,,,
028360,평안섬유공업,KOSPI,주권,,1975-06-30,1983-06-15,상장폐지유예기간종료,,1983-06-14,,,,,
028330,고려원양,KOSPI,주권,,1973-06-27,1983-01-20,상장폐지유예기간종료,,1983-01-19,,,,,
028340,일신제강,KOSPI,주권,,1973-08-24,1983-01-20,상장폐지유예기간종료,1983-01-04,1983-01-19,,,,,
029130,보고산업,KOSPI,주권,,1975-12-27,1982-07-24,해산 사유 발생,,,,,,,
029135,보고산업우,KOSPI,주권,,1975-12-27,1982-07-24,종목별 상장폐지신청,,,,,,,
029060,남양소금,KOSPI,주권,,1972-11-30,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029090,대창건설,KOSPI,주권,,1977-11-12,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029080,범화건설,KOSPI,주권,,1978-06-07,1982-05-21,,,,,,,,
029120,삼영금속산업,KOSPI,주권,,1977-06-18,1982-05-21,상장폐지유예기간종료,,1982-05-20,,,,,
029070,석락산업,KOSPI,주권,,1978-05-19,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029840,세명종합건설,KOSPI,주권,,1978-06-07,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029845,세명종합건설우,KOSPI,주권,,1978-06-07,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029110,우진건설산업,KOSPI,주권,,1977-12-24,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029100,울산실업,KOSPI,주권,,1978-01-30,1982-05-21,은행거래정지,,,,,,,
029980,율산실업,KOSPI,주권,,1978-01-30,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
029050,서통화학,KOSPI,주권,,1974-03-11,1982-03-31,해산 사유 발생,,,,,,,
004205,고려개발우,KOSPI,주권,,1978-10-30,1985-04-22,,,,,,,,
001935,효성물산우,KOSPI,주권,,1977-06-30,1984-02-25,,,,,,,,
029220,코오롱종합전기,KOSPI,주권,,1976-05-01,1985-12-07,해산 사유 발생,,,,,,,
029210,대한석유지주,KOSPI,주권,,1976-08-18,1985-05-25,해산 사유 발생,,,,,,,
029200,대농건설,KOSPI,주권,,1977-12-23,1985-03-16,해산 사유 발생,,,,,,,
029205,대농건설우,KOSPI,주권,,1977-12-23,1985-03-16,종목별 상장폐지신청,,,,,,,
029190,삼미광업개발,KOSPI,주권,,1966-10-04,1985-01-30,해산 사유 발생,,,,,,,
028400,미성건설,KOSPI,주권,,1978-07-18,1985-01-20,영업활동정지 6월 계속,1985-01-04,1985-01-19,,,,,
028405,미성건설우,KOSPI,주권,,1978-07-18,1985-01-20,영업활동정지 6월 계속,1985-01-04,1985-01-19,,,,,
029180,삼양타이어,KOSPI,주권,,1974-03-11,1984-12-22,해산 사유 발생,,,,,,,
028390,신동양건설,KOSPI,주권,,1978-09-15,1984-10-06,영업활동정지 6월 계속,1984-09-18,1984-10-05,,,,,
028395,신동양건설우,KOSPI,주권,,1978-09-15,1984-10-06,영업활동정지 6월 계속,1984-09-18,1984-10-05,,,,,
028380,한국생사,KOSPI,주권,,1978-07-24,1984-10-06,최종부도발생,1984-09-18,1984-10-05,,,,,
028385,한국생사우,KOSPI,주권,,1978-07-24,1984-10-06,최종부도발생,1984-09-18,1984-10-05,,,,,
029170,부국제강,KOSPI,주권,,1976-05-29,1984-09-14,해산 사유 발생,,,,,,,
029160,세방해운,KOSPI,주권,,1975-12-26,1984-07-14,해산 사유 발생,,,,,,,
029150,삼보증권,KOSPI,주권,,1975-09-30,1984-01-18,해산 사유 발생,,,,,,,
029155,삼보증권우,KOSPI,주권,,1975-09-30,1984-01-18,해산 사유 발생,,,,,,,
029155,삼보증권우,KOSPI,주권,,1975-09-30,1984-01-18,종목별 상장폐지신청,,,,,,,
008725,삼양중기우,KOSPI,주권,,1976-06-26,1987-09-10,,,,,,,,
029250,반도목재,KOSPI,주권,,1976-03-22,1987-06-15,상장폐지유예기간종료,,,,,,,
015550,신흥목재,KOSPI,주권,,1977-06-18,1986-10-08,자본전액잠식,1986-09-17,1986-10-07,,,,,
028410,동국중기공업,KOSPI,주권,,1975-06-25,1986-09-13,해산 사유 발생,,,,,,,
029230,동아콘크리트공업,KOSPI,주권,,1975-12-22,1986-03-29,해산 사유 발생,,,,,,,
029240,우창건설,KOSPI,주권,,1976-12-27,1986-03-29,해산 사유 발생,,,,,,,
000795,세양선박우,KOSPI,주권,,1977-11-09,1989-03-27,,,,,,,,
003455,현대증권우,KOSPI,주권,,1975-09-30,1989-05-30,,,,,,,,
028420,삼성반도체통신,KOSPI,주권,,1984-09-05,1988-11-07,해산 사유 발생,,,,,,,
028430,한국프라스틱공업,KOSPI,주권,,1976-06-11,1988-06-09,해산 사유 발생,,,,,,,
016165,라딕스우,KOSPI,주권,,1989-06-26,1991-04-27,,,,,,,,
014905,삼보컴퓨터우,KOSPI,주권,,1989-12-19,1990-09-18,,,,,,,,
011965,새한종금우,KOSPI,주권,,1989-10-16,1991-11-16,,,,,,,,
034370,럭키소재,KOSPI,주권,,1979-06-23,1991-11-11,해산 사유 발생,,,,,,,
028460,태평양건설,KOSPI,주권,,1977-06-09,1991-10-05,영업활동정지 6월 계속,1991-08-28,1991-10-04,,,,,
028450,금성투자금융,KOSPI,주권,,1986-08-29,1991-09-02,해산 사유 발생,,,,,,,
028440,삼화,KOSPI,주권,,1974-06-12,1991-07-12,감사의견 의견거절,1991-06-05,1991-07-11,,,,,
029260,금성전기,KOSPI,주권,,1976-06-29,1991-06-13,해산 사유 발생,,,,,,,
002467,화성산업2우,KOSPI,주권,,1990-02-06,1993-04-21,,,,,,,,
002465,화성산업우,KOSPI,주권,,1990-01-22,1992-04-21,,,,,,,,
028510,기온물산,KOSPI,주권,,1991-02-09,1993-10-16,상장폐지유예기간종료,1993-09-08,1993-10-15,,,,,
028500,대도상사,KOSPI,주권,,1989-08-22,1993-06-24,상장폐지유예기간종료,1993-05-19,1993-06-23,,,,,
028490,아남정밀,KOSPI,주권,,1989-09-07,1993-05-27,해산 사유 발생,1993-05-15,1993-05-26,,,,,
028480,반도스포츠,KOSPI,주권,,1986-08-23,1992-08-19,해산 사유 발생,,,,,,,
028470,금성부품,KOSPI,주권,,1989-08-05,1992-06-17,해산 사유 발생,,,,,,,
001757,한양증권2우,KOSPI,주권,,1989-10-24,1994-03-30,,,,,,,,
002469,화성산업3우,KOSPI,주권,,1991-05-22,1994-04-23,,,,,,,,
00246A,화성산업4우,KOSPI,주권,,1992-05-25,1995-04-21,,,,,,,,
017070,호승,KOSPI,주권,보통주,1990-03-09,1995-12-08,회사정리절차 폐지 결정,1995-11-03,1995-12-07,,5000.0,1280000.0,,
010000,금성계전,KOSPI,주권,보통주,1978-09-29,1995-09-28,해산 사유 발생,,,,5000.0,4800000.0,,
007230,금성기전,KOSPI,주권,보통주,1977-05-27,1995-09-28,해산 사유 발생,,,,5000.0,4200000.0,,
006900,요업개발,KOSPI,주권,보통주,1991-02-12,1995-07-18,회사정리절차 개시 신청 기각 결정,1995-06-10,1995-07-15,,5000.0,1300000.0,,
000730,서울교통,KOSPI,주권,보통주,1969-02-07,1995-05-25,상장폐지유예기간종료,1995-04-18,1995-05-24,,5000.0,75800.0,,
006270,금성통신,KOSPI,주권,,1974-07-31,1995-03-23,해산 사유 발생,,,,,,,
006275,금성통신우,KOSPI,주권,,1988-07-18,1995-03-23,해산 사유 발생,,,,,,,
001100,동양정밀공업,KOSPI,주권,,1973-06-26,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
001105,동양정밀공업우,KOSPI,주권,,1989-12-21,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
004330,진영산업,KOSPI,주권,,1976-12-28,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
009400,케이와이씨,KOSPI,주권,,1988-09-05,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
015090,대미실업,KOSPI,주권,,1989-07-28,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
003400,삼성신약,KOSPI,주권,,1989-05-31,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
004610,성화,KOSPI,주권,,1989-08-25,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
018690,신정제지,KOSPI,주권,,1992-01-23,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
016260,우단,KOSPI,주권,,1989-11-11,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
012050,우진전기,KOSPI,주권,,1989-06-26,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
016490,청화상공,KOSPI,주권,,1989-01-31,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
004350,한일양행의약품,KOSPI,주권,,1989-08-22,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
028640,풍진,KOSPI,주권,,1976-12-28,1994-08-16,해산 사유 발생,,,,,,,
028630,삼나스포츠,KOSPI,주권,,1989-11-15,1994-07-18,보통주 주식분포요건 미충족(최대주주등 주식수 80/100이상) 2년 계속,,,,,,,
028580,경일화학공업,KOSPI,주권,,1988-01-20,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028600,백산전자,KOSPI,주권,,1988-01-28,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028550,서진식품,KOSPI,주권,,1989-05-30,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028555,서진식품우,KOSPI,주권,,1990-05-22,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
012300,신한인터내쇼날,KOSPI,주권,,1989-11-08,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028590,양우화학공업,KOSPI,주권,,1990-09-10,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028570,우생,KOSPI,주권,,1990-09-20,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028620,인성기연,KOSPI,주권,,1989-01-26,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028610,중원전자,KOSPI,주권,,1988-07-28,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028560,케니상사,KOSPI,주권,,1991-02-19,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
028540,승리기계제작소,KOSPI,주권,,1991-03-07,1994-04-01,해산 사유 발생,,,,,,,
028520,영원통신,KOSPI,주권,,1991-02-09,1994-03-31,회사정리절차 폐지 결정,1994-02-23,1994-03-30,,,,,
028530,영태전자공업,KOSPI,주권,,1988-06-18,1994-03-31,은행거래정지,1994-02-23,1994-03-30,,,,,
028535,영태전자공업우,KOSPI,주권,,1989-10-31,1994-03-31,은행거래정지,1994-02-23,1994-03-30,,,,,
000305,삼선공업(1우),KOSPI,주권,구형우선주,1990-06-15,1997-10-23,,,,,5000.0,1453764.0,,
012605,청호컴퓨터(1우),KOSPI,주권,구형우선주,1994-11-22,1996-10-22,,,,,5000.0,54.0,,
005015,한국강관(1우),KOSPI,주권,구형우선주,1973-06-29,1996-05-12,,,,,5000.0,18275.0,,
006051,국영글라스1신,KOSDAQ,주권,보통주,1997-12-27,1997-12-29,,,,,10000.0,24300.0,006050,국영지앤엠
019931,기라정보통신1신,KOSDAQ,주권,보통주,1997-06-11,1997-12-29,,,,,5000.0,108970.0,,
004791,기륭전자1신,KOSDAQ,주권,보통주,1997-08-30,1997-12-29,,,,,5000.0,200000.0,,
013691,뉴코아1신,KOSDAQ,주권,보통주,1997-08-19,1997-12-29,,,,,5000.0,39408000.0,,
024092,대림2신,KOSDAQ,주권,보통주,1997-08-23,1997-12-29,,,,,5000.0,60000.0,024090,디씨엠
024093,대림3신,KOSDAQ,주권,보통주,1997-08-23,1997-12-29,,,,,5000.0,220000.0,024090,디씨엠
026231,대현테크1신,KOSDAQ,주권,보통주,1997-06-10,1997-12-29,,,,,5000.0,120000.0,,
004481,동방전자산업1신,KOSDAQ,주권,보통주,1997-04-28,1997-12-29,,,,,5000.0,46156.0,,
024091,디씨엠1신,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,5000.0,120000.0,024090,디씨엠
032621,메디다스1신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,180000.0,032620,GC메디아이
032581,씨.엔.아이1신,KOSDAQ,주권,보통주,1997-04-22,1997-12-29,,,,,5000.0,49000.0,032580,피델릭스
032582,씨.엔.아이2신,KOSDAQ,주권,보통주,1997-04-22,1997-12-29,,,,,5000.0,180000.0,032580,피델릭스
031804,씨티아이s전환,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,500.0,5500510.0,,
031314,아이즈비전전환,KOSDAQ,주권,보통주,1997-07-25,1997-12-29,,,,,5000.0,400000.0,031310,아이즈비전
013782,아큐텍반도체2,KOSDAQ,주권,보통주,1997-10-10,1997-12-29,,,,,5000.0,40000.0,,
032611,에스오케이1신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,600000.0,,
032612,에스오케이2신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,91920.0,,
009781,엠에스씨1신,KOSDAQ,주권,보통주,1997-11-25,1997-12-29,,,,,5000.0,60000.0,009780,엠에스씨
026921,영성제강1,KOSDAQ,주권,보통주,1997-08-12,1997-12-29,,,,,5000.0,400000.0,,
012461,우영1신,KOSDAQ,주권,보통주,1997-04-25,1997-12-29,,,,,5000.0,80000.0,,
030421,인터링크1신,KOSDAQ,주권,보통주,1997-07-04,1997-12-29,,,,,5000.0,80000.0,,
017214,코닉스전환,KOSDAQ,주권,보통주,1997-12-11,1997-12-29,,,,,5000.0,60000.0,,
006891,태경화학1신,KOSDAQ,주권,보통주,1997-06-05,1997-12-29,,,,,5000.0,291200.0,006890,태경케미컬
006892,태경화학2신,KOSDAQ,주권,보통주,1997-10-21,1997-12-29,,,,,5000.0,60000.0,006890,태경케미컬
006893,태경화학3신,KOSDAQ,주권,보통주,1997-11-18,1997-12-29,,,,,5000.0,86400.0,006890,태경케미컬
026151,특수건설1신,KOSDAQ,주권,보통주,1997-08-06,1997-12-29,,,,,5000.0,140000.0,026150,특수건설
010671,하이론코리아1신,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,5000.0,39690.0,,
010672,하이론코리아2신,KOSDAQ,주권,보통주,1997-05-08,1997-12-29,,,,,5000.0,180000.0,,
019491,하이트론씨스템즈1신,KOSDAQ,주권,보통주,1997-05-28,1997-12-29,,,,,5000.0,100000.0,019490,엑시큐어하이트론
010041,한국내화1신,KOSDAQ,주권,보통주,1997-11-21,1997-12-29,,,,,5000.0,60000.0,010040,한국내화
028081,휴맥스1신,KOSDAQ,주권,보통주,1997-04-16,1997-12-29,,,,,5000.0,50000.0,028080,휴맥스홀딩스
008410,동방상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1280000.0,,
024820,동부상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,2000000.0,,
008160,보람상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1858000.0,,
008170,서은상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1532000.0,,
007990,신중앙상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,3000000.0,,
023580,한서상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,1997-12-06,1997-12-06,,5000.0,1107200.0,,
002440,미    원,KOSPI,주권,보통주,1970-04-01,1997-11-25,해산 사유 발생,,,,5000.0,8818582.0,,
002445,미    원(1우),KOSPI,주권,구형우선주,1990-01-25,1997-11-25,해산 사유 발생,,,,5000.0,1120000.0,,
031957,서울시스템2우,KOSDAQ,주권,신형우선주,1997-06-28,1997-11-21,,,,,5000.0,2430.0,,
031955,서울시스템우선,KOSDAQ,주권,신형우선주,1996-12-23,1997-11-21,등록취소사유 코드,,,,5000.0,12000.0,,
007790,금하방직,KOSPI,주권,보통주,1988-12-24,1997-11-12,회사정리절차 폐지 결정,1997-10-08,1997-11-11,,5000.0,2946000.0,,
015920,대림금속공업,KOSDAQ,주권,보통주,1996-07-01,1997-11-08,발행회사 등록취소 요청,,,,5000.0,360000.0,,
004600,두산음료,KOSPI,주권,보통주,1975-09-12,1997-10-22,해산 사유 발생,,,,5000.0,1764880.0,,
004605,두산음료(1우),KOSPI,주권,구형우선주,1987-08-20,1997-10-22,해산 사유 발생,,,,5000.0,902400.0,,
004260,대성자원,KOSPI,주권,보통주,1978-09-23,1997-08-29,해산 사유 발생,,,,5000.0,432000.0,,
025910,동방음향,KOSDAQ,주권,보통주,1996-07-01,1997-08-14,등록취소 신청,,,,5000.0,380000.0,,
009590,경동,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,2000000.0,,
000530,대한제지,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1200000.0,,
003700,비락,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1000000.0,,
000550,삼덕제지,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,288000.0,,
003890,삼일공사,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,380000.0,,
014270,신림종합건설,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1700000.0,,
019230,신한종합비료,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,당좌거래정지 및 거래실적 부진후 2년 경과,,,,5000.0,660000.0,,
008051,경북상호신용금고1신,KOSDAQ,주권,보통주,1997-03-31,1997-06-28,,,,,5000.0,27897.0,,
031951,서울시스템1신,KOSDAQ,주권,보통주,1997-05-13,1997-06-28,,,,,5000.0,504000.0,,
031958,서울시스템2우1신,KOSDAQ,주권,신형우선주,1997-05-13,1997-06-28,,,,,5000.0,2430.0,,
031971,엠바이엔1신,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,140000.0,,
031972,엠바이엔2신,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,720000.0,,
031974,엠바이엔전환,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,240000.0,,
005000,남선물산,KOSPI,주권,보통주,1976-06-30,1997-06-16,회사정리절차 폐지 결정,1997-05-09,1997-06-14,,5000.0,328704.0,,
008950,동부화학,KOSPI,주권,보통주,1989-12-01,1997-04-01,해산 사유 발생,,,,5000.0,7334473.0,,
027841,한국고덴시1신,KOSDAQ,주권,보통주,1996-09-17,1997-03-29,,,,,5000.0,375044.0,,
007121,국제전자공업1신,KOSDAQ,주권,보통주,1996-07-01,1997-02-28,,,,,5000.0,100020.0,007120,미래아이앤지
003970,동부산업,KOSPI,주권,보통주,1975-06-30,1997-01-31,해산 사유 발생,,,,5000.0,2353991.0,,
003975,동부산업(1우),KOSPI,주권,구형우선주,1992-04-16,1997-01-31,해산 사유 발생,,,,5000.0,999999.0,,
022130,건영종합건설,KOSDAQ,주권,보통주,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,5000.0,6000000.0,,
011360,국제밸브공업,KOSDAQ,주권,보통주,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,5000.0,682000.0,,
