Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
707071L1,비너스C12-10,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-25,,,,,5000.0,5263158.0,047160,우리자산운용
702051L1,윈윈하이일드A16,KOSPI,수익증권,구형우선주,2000-04-19,2001-01-25,,,,,5000.0,3418125.0,047150,하나자산운용
719041L1,주은하이일드C1-7,KOSPI,수익증권,구형우선주,2000-04-11,2001-01-25,,,,,5000.0,5263158.0,047210,케이비자산운용
703061L1,BK하이HT12-TA5,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-24,,,,,5000.0,5142099.0,037310,푸르덴셜자산운용
701071L1,PK하이일드P-18,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-24,,,,,5000.0,3640428.0,047240,한국투자신탁운용
712021L1,트윈스 12-5 I,KOSPI,수익증권,구형우선주,2000-06-08,2001-01-24,,,,,5000.0,4092630.0,047230,키움투자자산운용
727021L1,신영하이일드6C,KOSPI,수익증권,구형우선주,2000-03-20,2001-01-23,,,,,5000.0,2111000.0,047180,신영자산운용
720011L1,조흥뉴HY12M001,KOSPI,수익증권,구형우선주,2000-04-21,2001-01-23,,,,,5000.0,3861686.0,040280,SH자산운용
008640,우성건설,KOSPI,주권,보통주,1989-12-22,2001-01-20,회사정리절차 폐지 결정,2000-12-26,2001-01-19,건설,5000.0,16271184.0,,
701081L1,PK하이일드P-16,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-19,,,,,5000.0,3389077.0,047240,한국투자신탁운용
701061L1,PK하이일드P-17,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-18,,,,,5000.0,4102384.0,047240,한국투자신탁운용
706031L1,새천년1HY12C2-13,KOSPI,수익증권,구형우선주,2000-02-18,2001-01-18,,,,,5000.0,1054737.0,038900,삼성자산운용
702031L1,윈윈하이일드A14,KOSPI,수익증권,구형우선주,2000-04-19,2001-01-18,,,,,5000.0,6289077.0,047150,하나자산운용
703041L1,BK하이HT12-TA4,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-17,,,,,5000.0,10593666.0,037310,푸르덴셜자산운용
014740,금호케미칼,KOSPI,주권,보통주,1984-05-29,2001-01-16,해산 사유 발생,,,화학,5000.0,7786052.0,,
014745,금호케미칼(1우),KOSPI,주권,구형우선주,1989-09-21,2001-01-16,해산 사유 발생,,,화학,5000.0,161131.0,,
039270,리젠트빅히트,KOSDAQ,투자회사,보통주,2000-04-21,2001-01-16,증권투자회사법 64조에 의한 해산사유 발생,,,,,1007900.0,,
038480,박현주6호,KOSDAQ,투자회사,보통주,2000-03-17,2001-01-16,증권투자회사법 64조에 의한 해산사유 발생,,,,,28763500.0,,
707051L1,비너스C11-10,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-16,,,,,5000.0,3162049.0,047160,우리자산운용
702041L1,윈윈하이일드A15,KOSPI,수익증권,구형우선주,2000-04-19,2001-01-14,,,,,5000.0,4779860.0,047150,하나자산운용
701041L1,PK하이일드P-15,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-12,,,,,5000.0,4292177.0,047240,한국투자신탁운용
703081L1,BK하이HT12-C19,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-11,,,,,5000.0,3333725.0,037310,푸르덴셜자산운용
708031L1,CJ법인10-4호,KOSPI,수익증권,구형우선주,2000-03-22,2001-01-10,,,,,5000.0,4000000.0,040690,브이아이자산운용
709021L1,불하이일드C13,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-10,,,,,5000.0,2105264.0,030660,대신자산운용
728021L1,이글스 C1-6,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-10,,,,,5000.0,2105264.0,030680,한화자산운용
719031L1,주은하이일드C1-6,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-10,,,,,5000.0,2105264.0,047210,케이비자산운용
038380,KTB자산배분2,KOSDAQ,투자회사,보통주,2000-02-25,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,,,,,5631200.0,,
723011L1,OK하이일드C1-5,KOSPI,수익증권,구형우선주,2000-03-17,2001-01-09,,,,,5000.0,6300000.0,031890,SK투자신탁운용
038770,글로벌하이1,KOSDAQ,투자회사,보통주,2000-03-17,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,,,,,4714500.0,,
039050,마이다스테2,KOSDAQ,투자회사,보통주,2000-03-17,2001-01-09,증권투자회사법 64조에 의한 해산사유 발생,,,,,9266400.0,,
707031L1,비너스C10-10,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-09,,,,,5000.0,4210527.0,047160,우리자산운용
719021L1,주은하이일드C1-5,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-09,,,,,5000.0,4210527.0,047210,케이비자산운용
702021L1,윈윈하이일드A13,KOSPI,수익증권,구형우선주,2000-04-11,2001-01-07,,,,,5000.0,5035785.0,047150,하나자산운용
703031L1,BK하이HT12-C18,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-06,,,,,5000.0,7805092.0,037310,푸르덴셜자산운용
703021L1,BK하이HT12-TA3,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-06,,,,,5000.0,10866847.0,037310,푸르덴셜자산운용
701021L1,PK하이일드C-29,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-06,,,,,5000.0,443776.0,047240,한국투자신탁운용
701011L1,PK하이일드P-11,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-06,,,,,5000.0,4223650.0,047240,한국투자신탁운용
756011L1,동양하이일드C9,KOSPI,수익증권,구형우선주,2000-01-26,2001-01-06,,,,,5000.0,6680000.0,,
702011L1,윈윈하이일드A12,KOSPI,수익증권,구형우선주,2000-04-11,2001-01-06,,,,,5000.0,5803799.0,047150,하나자산운용
719011L1,주은하이일드C1-4,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-06,,,,,5000.0,10534423.0,047210,케이비자산운용
708011L1,CJ법인10-3호,KOSPI,수익증권,구형우선주,2000-02-23,2001-01-05,,,,,5000.0,3600000.0,040690,브이아이자산운용
707021L1,비너스C9-10,KOSPI,수익증권,구형우선주,2000-04-14,2001-01-05,,,,,5000.0,2107369.0,047160,우리자산운용
728011L1,이글스 C1-3,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-04,,,,,5000.0,8421865.0,030680,한화자산운용
712011L1,트윈스 12-4 I,KOSPI,수익증권,구형우선주,2000-06-08,2001-01-04,,,,,5000.0,10526316.0,047230,키움투자자산운용
703011L1,BK하이HT12-C17,KOSPI,수익증권,구형우선주,2000-03-21,2001-01-03,,,,,5000.0,11111112.0,037310,푸르덴셜자산운용
709011L1,불하이일드C12,KOSPI,수익증권,구형우선주,2000-02-01,2001-01-03,,,,,5000.0,8421053.0,030660,대신자산운용
707011L1,비너스C8-10,KOSPI,수익증권,구형우선주,2000-01-25,2001-01-03,,,,,5000.0,10526316.0,047160,우리자산운용
706071KB,새천년1HY12C2-5,KOSPI,수익증권,구형우선주,2000-02-18,2001-01-03,,,,,5000.0,8421053.0,038900,삼성자산운용
706011L1,새천년2HY12C2-4,KOSPI,수익증권,구형우선주,2000-02-18,2001-01-03,,,,,5000.0,8421053.0,038900,삼성자산운용
727011L1,신영하이일드5C,KOSPI,수익증권,구형우선주,2000-03-20,2001-01-03,,,,,5000.0,8422000.0,047180,신영자산운용
007721,국제종건1,KOSDAQ,주권,보통주,2000-07-11,2001-01-02,,,,,5000.0,135000.0,007720,소노스퀘어
024081,신화실크1,KOSDAQ,주권,보통주,2000-08-17,2001-01-02,,,,,5000.0,924831.0,,
023771,써-니상사1,KOSDAQ,주권,보통주,2000-02-16,2001-01-02,,,,,5000.0,280000.0,023770,플레이위드
025921,우경철강1,KOSDAQ,주권,보통주,2000-06-30,2001-01-02,,,,,5000.0,420000.0,,
024811,이티아이1,KOSDAQ,주권,보통주,2000-03-30,2001-01-02,,,,,500.0,1617000.0,,
017211,코닉스1,KOSDAQ,주권,보통주,2000-01-20,2001-01-02,,,,,500.0,1500000.0,,
703101KC,BK하이HT12-C16,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-29,,,,,5000.0,9553334.0,037310,푸르덴셜자산운용
709021KC,불하이일드C11,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-29,,,,,5000.0,5263159.0,030660,대신자산운용
707081KC,비너스C7-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-29,,,,,5000.0,12632503.0,047160,우리자산운용
706101KC,새천년1HY12C2-12,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-29,,,,,5000.0,6315790.0,038900,삼성자산운용
706111KC,새천년2HY12C2-3,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-29,,,,,5000.0,2105264.0,038900,삼성자산운용
727031KC,신영하이일드4C,KOSPI,수익증권,구형우선주,2000-03-20,2000-12-29,,,,,5000.0,2106000.0,047180,신영자산운용
702061KC,윈윈하이일드B10,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-29,,,,,5000.0,11111112.0,047150,하나자산운용
703081KC,BK하이HT12-C15,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-28,,,,,5000.0,5218194.0,037310,푸르덴셜자산운용
703071KC,BK하이HT12-TA2,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-28,,,,,5000.0,5779275.0,037310,푸르덴셜자산운용
708071KC,CJ법인A5호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-28,,,,,5000.0,5001374.0,040690,브이아이자산운용
706081KC,새천년1HY12C2-11,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-28,,,,,5000.0,3157895.0,038900,삼성자산운용
706091KC,새천년2HY12C2-2,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-28,,,,,5000.0,9474777.0,038900,삼성자산운용
727021KC,신영하이일드3C,KOSPI,수익증권,구형우선주,2000-03-20,2000-12-28,,,,,5000.0,3158000.0,047180,신영자산운용
728031KC,이글스 C1-5,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-28,,,,,5000.0,5263159.0,030680,한화자산운용
719041KC,주은하이일드C1-3,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-28,,,,,5000.0,3157895.0,047210,케이비자산운용
703141KC,BK하이HT12-C14,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-27,,,,,5000.0,11111112.0,037310,푸르덴셜자산운용
708051KC,CJ개인10-1호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-27,,,,,5000.0,1736406.0,040690,브이아이자산운용
708061KC,CJ법인A4호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-27,,,,,5000.0,15000000.0,040690,브이아이자산운용
709011KC,불하이일드CA1,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-27,,,,,5000.0,6315790.0,030660,대신자산운용
707071KC,비너스C6-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-27,,,,,5000.0,10526316.0,047160,우리자산운용
706071KC,새천년1HY12C2-10,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-27,,,,,5000.0,6315790.0,038900,삼성자산운용
727011KC,신영하이일드2C,KOSPI,수익증권,구형우선주,2000-03-20,2000-12-27,,,,,5000.0,6316000.0,047180,신영자산운용
728021KC,이글스 C1-2,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-27,,,,,5000.0,6315790.0,030680,한화자산운용
719031KC,주은하이일드C1-2,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-27,,,,,5000.0,6315790.0,047210,케이비자산운용
701131L3,후순위채9단위1,KOSPI,수익증권,구형우선주,2000-06-29,2000-12-27,,,,,5000.0,2336332.0,047240,한국투자신탁운용
708041KC,CJ법인10-1호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-26,,,,,5000.0,2000000.0,040690,브이아이자산운용
723021KC,OK하이일드C1-2,KOSPI,수익증권,구형우선주,2000-03-17,2000-12-26,,,,,5000.0,2105400.0,031890,SK투자신탁운용
723031KC,OK하이일드C1-4,KOSPI,수익증권,구형우선주,2000-03-17,2000-12-26,,,,,5000.0,2105400.0,031890,SK투자신탁운용
707051KC,비너스C4-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-26,,,,,5000.0,736746.0,047160,우리자산운용
707061KC,비너스C5-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-26,,,,,5000.0,2105264.0,047160,우리자산운용
707041KC,비너스P3-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-26,,,,,5000.0,3806693.0,047160,우리자산운용
706061KC,새천년1HY12C3-3,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-26,,,,,5000.0,4444445.0,038900,삼성자산운용
701031KC,PK하이일드P-14,KOSPI,수익증권,구형우선주,2000-02-16,2000-12-23,,,,,5000.0,1562957.0,047240,한국투자신탁운용
756021KC,동양하이일드P3,KOSPI,수익증권,구형우선주,2000-01-26,2000-12-23,,,,,5000.0,2621000.0,,
002080,벽산개발,KOSPI,주권,보통주,1976-05-26,2000-12-22,해산 사유 발생,,,,5000.0,3290000.0,,
707031KC,비너스C3-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-22,,,,,5000.0,16803423.0,047160,우리자산운용
702041KC,윈윈하이일드A11,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-22,,,,,5000.0,2286687.0,047150,하나자산운용
720011KC,조흥HYJC3,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-22,,,,,5000.0,10677000.0,040280,SH자산운용
720021KC,조흥HYJC4,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-22,,,,,5000.0,10677000.0,040280,SH자산운용
720031KC,조흥HYJC5,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-22,,,,,5000.0,10677000.0,040280,SH자산운용
720041KC,조흥HYJC6,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-22,,,,,5000.0,10677000.0,040280,SH자산운용
720051KC,조흥HYJC7,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-22,,,,,5000.0,10677000.0,040280,SH자산운용
728011KC,이글스 P1-2,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-21,,,,,5000.0,201032.0,030680,한화자산운용
703121KC,BK하이HT12-C13,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-20,,,,,5000.0,1758857.0,037310,푸르덴셜자산운용
703111KC,BK하이HT12-TA1,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-20,,,,,5000.0,9028324.0,037310,푸르덴셜자산운용
037770,박현주3성장,KOSDAQ,투자회사,보통주,2000-02-25,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,,,,,20002000.0,,
037780,박현주4성장,KOSDAQ,투자회사,보통주,2000-02-25,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,,,,,44226100.0,,
038030,박현주5호,KOSDAQ,투자회사,보통주,2000-02-25,2000-12-19,증권투자회사법 64조에 의한 해산사유 발생,,,,,41752700.0,,
706051KC,새천년1HY12C2-9,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-19,,,,,5000.0,697298.0,038900,삼성자산운용
706041KC,새천년1HY12P-4,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-19,,,,,5000.0,4264356.0,038900,삼성자산운용
702031KC,윈윈하이일드A10,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-15,,,,,5000.0,3778760.0,047150,하나자산운용
723011KC,OK하이일드C1,KOSPI,수익증권,구형우선주,2000-03-17,2000-12-14,,,,,5000.0,3158000.0,031890,SK투자신탁운용
712011KC,트윈스 12-3 R,KOSPI,수익증권,구형우선주,2000-01-31,2000-12-14,,,,,5000.0,385070.0,047230,키움투자자산운용
703061KC,BK하이HT12-P10,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-13,,,,,5000.0,11484656.0,037310,푸르덴셜자산운용
022060,삼성투신증권,KOSDAQ,주권,보통주,1999-08-13,2000-12-13,피흡수합병,,,,5000.0,36000000.0,,
006160,신화건설,KOSPI,주권,보통주,1988-05-24,2000-12-12,회사정리절차 폐지 결정,2000-11-21,2000-12-11,,5000.0,14158414.0,,
006165,신화건설(1우),KOSPI,주권,구형우선주,1990-02-21,2000-12-12,회사정리절차 폐지 결정,2000-11-21,2000-12-11,,5000.0,334564.0,,
703041KC,BK하이HT12-C12,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-09,,,,,5000.0,6809383.0,037310,푸르덴셜자산운용
703051KC,BK하이HT12-P9,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-09,,,,,5000.0,15786935.0,037310,푸르덴셜자산운용
719021KC,주은하이일드P1-2,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-09,,,,,5000.0,370926.0,047210,케이비자산운용
703031KC,BK하이HT12-C11,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-08,,,,,5000.0,2222223.0,037310,푸르덴셜자산운용
701021KC,PK하이일드P-13,KOSPI,수익증권,구형우선주,2000-02-16,2000-12-08,,,,,5000.0,5843082.0,047240,한국투자신탁운용
756011KC,동양하이일드C2,KOSPI,수익증권,구형우선주,2000-01-26,2000-12-08,,,,,5000.0,7200000.0,,
702021KC,윈윈하이일드A9,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-08,,,,,5000.0,6110487.0,047150,하나자산운용
719011KC,주은하이일드C1,KOSPI,수익증권,구형우선주,2000-02-01,2000-12-08,,,,,5000.0,4210527.0,047210,케이비자산운용
708011KC,CJ개인A3호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-07,,,,,5000.0,4659226.0,040690,브이아이자산운용
708021KC,CJ법인A3호,KOSPI,수익증권,구형우선주,2000-02-23,2000-12-07,,,,,5000.0,1689272.0,040690,브이아이자산운용
703011KC,BK하이HT12-C10,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-06,,,,,5000.0,2698676.0,037310,푸르덴셜자산운용
703021KC,BK하이HT12-P8,KOSPI,수익증권,구형우선주,2000-02-29,2000-12-06,,,,,5000.0,28173220.0,037310,푸르덴셜자산운용
701046L6,후순위채6단채혼9,KOSPI,수익증권,구형우선주,2000-08-31,2000-12-06,,,,,5000.0,858960.0,047240,한국투자신탁운용
706021KC,새천년1HY12C2-8,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-05,,,,,5000.0,2461444.0,038900,삼성자산운용
706031KC,새천년1HY12P-3,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-05,,,,,5000.0,9204078.0,038900,삼성자산운용
726011KC,동원BNPHYC1-2,KOSPI,수익증권,구형우선주,2000-02-25,2000-12-03,,,,,5000.0,100000.0,030850,동원투자신탁운용
726021KC,동원BNPHYP1-2,KOSPI,수익증권,구형우선주,2000-02-25,2000-12-03,,,,,5000.0,79570.0,030850,동원투자신탁운용
701011KC,PK하이일드C-10,KOSPI,수익증권,구형우선주,2000-02-16,2000-12-02,,,,,5000.0,419088.0,047240,한국투자신탁운용
707021KC,비너스C2-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-12-02,,,,,5000.0,4033156.0,047160,우리자산운용
706011KC,새천년2HY12P-1,KOSPI,수익증권,구형우선주,2000-02-18,2000-12-01,,,,,5000.0,482469.0,038900,삼성자산운용
702011KC,윈윈하이일드A8,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-01,,,,,5000.0,6792136.0,047150,하나자산운용
702051KC,윈윈하이일드B9,KOSPI,수익증권,구형우선주,2000-03-07,2000-12-01,,,,,5000.0,1000000.0,047150,하나자산운용
703111KB,BK하이HT12-C9,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-30,,,,,5000.0,7377616.0,037310,푸르덴셜자산운용
707011KC,비너스P2-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-11-30,,,,,5000.0,2957149.0,047160,우리자산운용
701111KB,PK하이일드C-18,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-29,,,,,5000.0,8880796.0,047240,한국투자신탁운용
701101KB,PK하이일드P-8,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-29,,,,,5000.0,5833018.0,047240,한국투자신탁운용
706121KB,새천년2HY12C2-1,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-29,,,,,5000.0,4000000.0,038900,삼성자산운용
712031KB,트윈스 12-2 R,KOSPI,수익증권,구형우선주,2000-01-31,2000-11-29,,,,,5000.0,1320015.0,047230,키움투자자산운용
724011KB,한빛P1-HY-H1,KOSPI,수익증권,구형우선주,2000-02-22,2000-11-29,,,,,5000.0,201678.0,033370,한빛투신
703101KB,BK하이HT12-P7,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-28,,,,,5000.0,14136343.0,037310,푸르덴셜자산운용
037360,KTB전환형1,KOSDAQ,투자회사,보통주,2000-01-12,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,,,,,11027000.0,,
038310,마이다스전이,KOSDAQ,투자회사,보통주,2000-01-28,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,,,,,3211000.0,,
015060,미주실업,KOSDAQ,주권,보통주,1996-07-01,2000-11-28,기타 등록취소,2000-10-17,2000-11-28,,5000.0,1392600.0,,
037490,박현주자산1,KOSDAQ,투자회사,보통주,2000-01-28,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,,,,,48185900.0,,
038020,월드그랜드1,KOSDAQ,투자회사,보통주,2000-01-12,2000-11-28,증권투자회사법 64조에 의한 해산사유 발생,,,,,9722600.0,,
706101KB,새천년1HY12C3-1,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-26,,,,,5000.0,2222223.0,038900,삼성자산운용
703091KB,BK하이HT12-C8,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-25,,,,,5000.0,4976309.0,037310,푸르덴셜자산운용
708041KB,CJ개인A2호,KOSPI,수익증권,구형우선주,2000-02-23,2000-11-25,,,,,5000.0,6743870.0,040690,브이아이자산운용
708051KB,CJ법인A2호,KOSPI,수익증권,구형우선주,2000-02-23,2000-11-25,,,,,5000.0,1308523.0,040690,브이아이자산운용
701081KB,PK하이일드C-16,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-25,,,,,5000.0,20914132.0,047240,한국투자신탁운용
701091KB,PK하이일드C-17,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-25,,,,,5000.0,24107656.0,047240,한국투자신탁운용
706091KB,새천년1HY12C2-7,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-25,,,,,5000.0,12631579.0,038900,삼성자산운용
701071KB,PK하이일드C-19,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-24,,,,,5000.0,3333333.0,047240,한국투자신탁운용
037480,박현주2성장,KOSPI,투자회사,보통주,2000-01-28,2000-11-24,존속기간 만료,,,,,56473200.0,,
709021KB,불하이일드CC1,KOSPI,수익증권,구형우선주,2000-02-01,2000-11-24,,,,,5000.0,2242106.0,030660,대신자산운용
709011KB,불하이일드P1,KOSPI,수익증권,구형우선주,2000-02-01,2000-11-24,,,,,5000.0,632653.0,030660,대신자산운용
706081KB,새천년1HY12C2-6,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-24,,,,,5000.0,4210527.0,038900,삼성자산운용
706111KB,새천년1HY12C3-2,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-24,,,,,5000.0,6666667.0,038900,삼성자산운용
702091KB,윈윈하이일드(A7),KOSPI,수익증권,구형우선주,2000-02-18,2000-11-24,,,,,5000.0,6335765.0,047150,하나자산운용
702111KB,윈윈하이일드(B8),KOSPI,수익증권,구형우선주,2000-02-18,2000-11-24,,,,,5000.0,3333334.0,047150,하나자산운용
703081KB,BK하이HT12-P6,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-23,,,,,5000.0,19524919.0,037310,푸르덴셜자산운용
701061KB,PK하이일드C-9,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-23,,,,,5000.0,3359804.0,047240,한국투자신탁운용
701051KB,PK하이일드P-7,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-23,,,,,5000.0,20891607.0,047240,한국투자신탁운용
706051KB,새천년1HY12C2-4,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-23,,,,,5000.0,2040023.0,038900,삼성자산운용
706061KB,새천년1HY12P-2,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-23,,,,,5000.0,9538027.0,038900,삼성자산운용
728021KB,이글스 P1,KOSPI,수익증권,구형우선주,2000-02-01,2000-11-22,,,,,5000.0,210680.0,030680,한화자산운용
719011KB,주은하이일드P1,KOSPI,수익증권,구형우선주,2000-02-01,2000-11-22,,,,,5000.0,1525979.0,047210,케이비자산운용
756031KB,동양하이일드P2,KOSPI,수익증권,구형우선주,2000-01-26,2000-11-21,,,,,5000.0,3120000.0,,
702081KB,윈윈하이일드(A6),KOSPI,수익증권,구형우선주,2000-02-18,2000-11-21,,,,,5000.0,4384303.0,047150,하나자산운용
715026L5,한일6MA3,KOSPI,수익증권,구형우선주,2000-07-14,2000-11-21,,,,,5000.0,2191039.0,030580,유진자산운용
703061KB,BK하이HT12-C7,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-19,,,,,5000.0,3494612.0,037310,푸르덴셜자산운용
726011KB,동원BNPHYC1-1,KOSPI,수익증권,구형우선주,2000-02-25,2000-11-19,,,,,5000.0,66000.0,030850,동원투자신탁운용
726021KB,동원BNPHYP1-1,KOSPI,수익증권,구형우선주,2000-02-25,2000-11-19,,,,,5000.0,381444.0,030850,동원투자신탁운용
703071KB,BK하이HT12-P5,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-18,,,,,5000.0,21602503.0,037310,푸르덴셜자산운용
702071KB,윈윈하이일드(A5),KOSPI,수익증권,구형우선주,2000-02-18,2000-11-17,,,,,5000.0,5653096.0,047150,하나자산운용
702101KB,윈윈하이일드(B7),KOSPI,수익증권,구형우선주,2000-02-18,2000-11-17,,,,,5000.0,1442090.0,047150,하나자산운용
756021KB,동양하이일드C1,KOSPI,수익증권,구형우선주,2000-01-26,2000-11-15,,,,,5000.0,9000000.0,,
756011KB,동양하이일드P1,KOSPI,수익증권,구형우선주,2000-01-26,2000-11-15,,,,,5000.0,11000000.0,,
703051KB,BK하이HT12-P4,KOSPI,수익증권,구형우선주,2000-01-27,2000-11-14,,,,,5000.0,8199035.0,037310,푸르덴셜자산운용
708021KB,CJ개인1호,KOSPI,수익증권,구형우선주,2000-02-09,2000-11-14,,,,,5000.0,6329050.0,040690,브이아이자산운용
708031KB,CJ법인1호,KOSPI,수익증권,구형우선주,2000-02-09,2000-11-14,,,,,5000.0,4830692.0,040690,브이아이자산운용
701031KB,PK하이일드C-15,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-14,,,,,5000.0,3600000.0,047240,한국투자신탁운용
701021KB,PK하이일드C-8,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-14,,,,,5000.0,5037214.0,047240,한국투자신탁운용
701041KB,PK하이일드P-1,KOSPI,수익증권,구형우선주,2000-02-16,2000-11-14,,,,,5000.0,34576124.0,047240,한국투자신탁운용
707011KB,비너스C1-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-11-14,,,,,5000.0,12718932.0,047160,우리자산운용
707021KB,비너스P1-10,KOSPI,수익증권,구형우선주,2000-01-25,2000-11-14,,,,,5000.0,5901878.0,047160,우리자산운용
706011KB,새천년1HY12C2-1,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-14,,,,,5000.0,4697690.0,038900,삼성자산운용
706021KB,새천년1HY12C2-2,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-14,,,,,5000.0,8426228.0,038900,삼성자산운용
706031KB,새천년1HY12C2-3,KOSPI,수익증권,구형우선주,2000-02-18,2000-11-14,,,,,5000.0,4210527.0,038900,삼성자산운용
