날짜,종목코드,종목명,종가,거래량,시가총액,PER,PBR,상장폐지일,사유
2019-02-07,001529,동양3우B,31650,2423,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-08,001529,동양3우B,31200,1927,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-11,001529,동양3우B,31400,1223,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-12,001529,동양3우B,31550,205,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-13,001529,동양3우B,31400,1970,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-14,001529,동양3우B,31400,402,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-15,001529,동양3우B,31700,512,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-18,001529,동양3우B,31550,1041,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-19,001529,동양3우B,31900,2433,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-20,001529,동양3우B,32050,2021,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-21,001529,동양3우B,31400,2676,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-22,001529,동양3우B,31150,903,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-25,001529,동양3우B,31500,2074,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-26,001529,동양3우B,31650,550,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-27,001529,동양3우B,31450,1361,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-02-28,001529,동양3우B,30450,2489,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-04,001529,동양3우B,30800,1296,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-05,001529,동양3우B,30700,464,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-06,001529,동양3우B,30700,71,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-07,001529,동양3우B,30650,586,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-08,001529,동양3우B,30400,374,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-11,001529,동양3우B,30250,214,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-12,001529,동양3우B,30800,115,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-13,001529,동양3우B,30250,1643,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-14,001529,동양3우B,30550,136,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-15,001529,동양3우B,30500,255,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-18,001529,동양3우B,30150,217,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-19,001529,동양3우B,30100,1502,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-20,001529,동양3우B,30550,357,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-21,001529,동양3우B,30450,931,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-22,001529,동양3우B,30700,292,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-25,001529,동양3우B,30450,324,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-26,001529,동양3우B,30400,468,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-27,001529,동양3우B,30400,163,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-28,001529,동양3우B,30250,512,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-03-29,001529,동양3우B,30750,857,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-01,001529,동양3우B,30400,1805,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-02,001529,동양3우B,31050,473,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-03,001529,동양3우B,31000,189,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-04,001529,동양3우B,31000,90,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-05,001529,동양3우B,30550,482,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-08,001529,동양3우B,30750,125,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-09,001529,동양3우B,30750,100,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-10,001529,동양3우B,30750,433,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-11,001529,동양3우B,30750,330,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-12,001529,동양3우B,30750,117,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-15,001529,동양3우B,31400,670,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-16,001529,동양3우B,32000,965,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-17,001529,동양3우B,33350,24503,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-18,001529,동양3우B,31400,9852,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-19,001529,동양3우B,32550,41964,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-22,001529,동양3우B,32600,8894,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-23,001529,동양3우B,33950,34748,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-24,001529,동양3우B,32200,4257,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-25,001529,동양3우B,32300,3445,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-26,001529,동양3우B,32400,1390,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-29,001529,동양3우B,33000,1359,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-04-30,001529,동양3우B,33200,1931,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-02,001529,동양3우B,33500,999,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-03,001529,동양3우B,33500,528,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-07,001529,동양3우B,32800,775,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-08,001529,동양3우B,32400,543,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-09,001529,동양3우B,32000,499,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-10,001529,동양3우B,32400,608,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-13,001529,동양3우B,31250,1055,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-14,001529,동양3우B,31000,657,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-15,001529,동양3우B,31800,519,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-16,001529,동양3우B,31700,555,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-17,001529,동양3우B,32500,345,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-20,001529,동양3우B,32350,253,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-21,001529,동양3우B,31750,370,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-22,001529,동양3우B,30800,870,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-23,001529,동양3우B,31600,698,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-24,001529,동양3우B,31000,283,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-27,001529,동양3우B,30500,1163,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-28,001529,동양3우B,31000,434,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-29,001529,동양3우B,30900,652,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-30,001529,동양3우B,31300,1243,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-05-31,001529,동양3우B,31000,478,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-03,001529,동양3우B,30950,804,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-04,001529,동양3우B,30650,4130,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-05,001529,동양3우B,30300,1745,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-07,001529,동양3우B,30750,744,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-10,001529,동양3우B,30700,2035,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-11,001529,동양3우B,30950,2649,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-12,001529,동양3우B,30950,1538,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-13,001529,동양3우B,30750,934,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-14,001529,동양3우B,30900,130,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-17,001529,동양3우B,30700,321,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-18,001529,동양3우B,30700,419,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-19,001529,동양3우B,30800,451,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-20,001529,동양3우B,31100,836,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-21,001529,동양3우B,31200,679,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-24,001529,동양3우B,30700,341,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-25,001529,동양3우B,30750,895,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-26,001529,동양3우B,30500,3226,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-27,001529,동양3우B,30450,1066,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-06-28,001529,동양3우B,30800,160,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-01,001529,동양3우B,30800,414,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-02,001529,동양3우B,31000,223,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-03,001529,동양3우B,30750,210,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-04,001529,동양3우B,30800,131,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-05,001529,동양3우B,30750,2597,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-08,001529,동양3우B,30400,530,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-09,001529,동양3우B,30500,73,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-10,001529,동양3우B,30300,589,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-11,001529,동양3우B,30400,78,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-12,001529,동양3우B,30400,123,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-15,001529,동양3우B,30500,768,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-16,001529,동양3우B,30350,1098,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-17,001529,동양3우B,30000,911,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-18,001529,동양3우B,29850,941,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-19,001529,동양3우B,29850,63,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-22,001529,동양3우B,29750,58,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-23,001529,동양3우B,30150,380,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-24,001529,동양3우B,29350,783,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-25,001529,동양3우B,28950,1969,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-26,001529,동양3우B,28550,141,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-29,001529,동양3우B,27600,1889,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-30,001529,동양3우B,27950,428,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-07-31,001529,동양3우B,28200,136,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-01,001529,동양3우B,27850,825,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-02,001529,동양3우B,27900,212,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-05,001529,동양3우B,26700,714,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-06,001529,동양3우B,27600,204,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-07,001529,동양3우B,27100,130,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-08,001529,동양3우B,27600,282,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-09,001529,동양3우B,27950,1866,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-12,001529,동양3우B,27950,270,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-13,001529,동양3우B,27200,573,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-14,001529,동양3우B,27450,244,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-16,001529,동양3우B,27600,97,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-19,001529,동양3우B,27800,12,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-20,001529,동양3우B,28650,1870,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-21,001529,동양3우B,28200,137,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-22,001529,동양3우B,27800,1297,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-23,001529,동양3우B,28050,288,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-26,001529,동양3우B,27350,345,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-27,001529,동양3우B,27850,74,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-28,001529,동양3우B,28050,716,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-29,001529,동양3우B,28000,114,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-08-30,001529,동양3우B,28050,66,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-02,001529,동양3우B,28100,99,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-03,001529,동양3우B,28100,8,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-04,001529,동양3우B,28100,236,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-05,001529,동양3우B,28250,45,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-06,001529,동양3우B,27950,43,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-09,001529,동양3우B,27250,1290,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-10,001529,동양3우B,28100,413,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-11,001529,동양3우B,28050,659,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-16,001529,동양3우B,28200,436,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-17,001529,동양3우B,28250,258,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-18,001529,동양3우B,28150,50,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-19,001529,동양3우B,28250,3500,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-20,001529,동양3우B,28250,1327,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-23,001529,동양3우B,28050,1410,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-24,001529,동양3우B,27700,782,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-25,001529,동양3우B,27850,891,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-26,001529,동양3우B,27650,380,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-27,001529,동양3우B,28050,426,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-30,001529,동양3우B,27750,791,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-01,001529,동양3우B,27800,48,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-02,001529,동양3우B,27550,12,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-04,001529,동양3우B,27300,107,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-07,001529,동양3우B,27450,18,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-08,001529,동양3우B,27600,74,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-10,001529,동양3우B,27350,104,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-11,001529,동양3우B,26800,1606,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-14,001529,동양3우B,27200,235,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-15,001529,동양3우B,27550,767,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-16,001529,동양3우B,27450,402,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-17,001529,동양3우B,27250,726,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-18,001529,동양3우B,28000,1586,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-21,001529,동양3우B,27950,146,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-22,001529,동양3우B,27950,366,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-23,001529,동양3우B,27900,11,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-24,001529,동양3우B,27800,185,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-25,001529,동양3우B,27900,287,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-28,001529,동양3우B,27500,544,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-29,001529,동양3우B,27850,367,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-30,001529,동양3우B,28000,1647,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-31,001529,동양3우B,28000,153,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-01,001529,동양3우B,27950,94,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-04,001529,동양3우B,27550,359,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-05,001529,동양3우B,28200,73,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-06,001529,동양3우B,28400,157,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-07,001529,동양3우B,28200,347,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-08,001529,동양3우B,28550,122,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-11,001529,동양3우B,28750,411,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-12,001529,동양3우B,28300,1431,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-13,001529,동양3우B,28200,241,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-14,001529,동양3우B,28350,534,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-15,001529,동양3우B,28650,274,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-18,001529,동양3우B,28600,343,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-19,001529,동양3우B,28600,1,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-20,001529,동양3우B,28600,114,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-21,001529,동양3우B,27650,291,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-22,001529,동양3우B,29750,839,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-25,001529,동양3우B,28150,534,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-26,001529,동양3우B,28150,124,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-27,001529,동양3우B,28750,418,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-28,001529,동양3우B,28400,354,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-29,001529,동양3우B,28000,163,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-02,001529,동양3우B,28250,2735,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-03,001529,동양3우B,28500,294,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-04,001529,동양3우B,28500,3010,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-05,001529,동양3우B,27800,7191,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-06,001529,동양3우B,28300,2526,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-09,001529,동양3우B,27900,761,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-10,001529,동양3우B,27600,1180,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-11,001529,동양3우B,27850,677,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-12,001529,동양3우B,27750,164,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-13,001529,동양3우B,28250,158,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-16,001529,동양3우B,28300,497,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-17,001529,동양3우B,28650,1013,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-18,001529,동양3우B,28850,1392,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-19,001529,동양3우B,29150,6656,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-20,001529,동양3우B,28450,2199,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-23,001529,동양3우B,28450,1841,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-24,001529,동양3우B,28450,1506,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-26,001529,동양3우B,28150,947,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-27,001529,동양3우B,28250,928,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-30,001529,동양3우B,28450,851,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-02,001529,동양3우B,28000,223,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-03,001529,동양3우B,27650,323,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-06,001529,동양3우B,27350,909,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-07,001529,동양3우B,27350,23,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-08,001529,동양3우B,27500,278,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-09,001529,동양3우B,27750,29,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-10,001529,동양3우B,27300,123,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-13,001529,동양3우B,27250,477,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-14,001529,동양3우B,27200,34,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-15,001529,동양3우B,27200,6,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-16,001529,동양3우B,27550,30,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-17,001529,동양3우B,27650,32,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-20,001529,동양3우B,27750,418,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-21,001529,동양3우B,27750,22,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-22,001529,동양3우B,27700,314,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-23,001529,동양3우B,27650,10,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-28,001529,동양3우B,26600,1182,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-29,001529,동양3우B,27050,544,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-30,001529,동양3우B,27600,48,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-31,001529,동양3우B,27700,21,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-03,001529,동양3우B,27500,284,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-04,001529,동양3우B,27350,1392,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-05,001529,동양3우B,27550,880,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-06,001529,동양3우B,28200,369,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-07,001529,동양3우B,28050,2397,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-10,001529,동양3우B,27900,3730,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-11,001529,동양3우B,27900,462,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-12,001529,동양3우B,27900,910,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-13,001529,동양3우B,27800,510,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-14,001529,동양3우B,27350,698,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-17,001529,동양3우B,27250,2467,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-18,001529,동양3우B,27150,21,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-19,001529,동양3우B,27250,500,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-20,001529,동양3우B,27350,83,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-21,001529,동양3우B,26900,211,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-24,001529,동양3우B,26050,465,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-25,001529,동양3우B,26800,5,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-26,001529,동양3우B,26850,34,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-27,001529,동양3우B,26850,314,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-28,001529,동양3우B,30500,55682,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-02,001529,동양3우B,26400,24840,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-03,001529,동양3우B,26350,8131,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-04,001529,동양3우B,27100,16674,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-05,001529,동양3우B,27100,3624,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
